file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	dialect	perspective	quotes
rwk1_digbib_2463-1.xmi	saturn	Poe,_Edgar_Allan_Das_schwatzende_Herz.tg50_1.xml	1843	1840	digbib	Das schwatzende Herz	Poe, Edgar Allan	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_2477-1.xmi	saturn	Poe,_Edgar_Allan_Von_Kempelen_und_seine_Entdeckung.tg61_1.xml	1849	1840	digbib	Von Kempelen und seine Entdeckung	Poe, Edgar Allan	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_2618-1.xmi	saturn	Proehle,_Heinrich_9__Von_dem_Schaaf__das_eine_Koenigstochter_trug.tg110_1.xml	1854	1850	digbib	9.Von dem Schaaf,das eine Königstochter trug	Pröhle, Heinrich	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2623-1.xmi	saturn	Raabe,_Wilhelm_Die_schwarze_Galeere.tg221_1.xml	1861	1860	digbib	Die schwarze Galeere	Raabe, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2624-1.xmi	saturn	Raabe,_Wilhelm_Else_von_der_Tanne.tg228_1.xml	1865	1860	digbib	Else von der Tanne	Raabe, Wilhelm	yes	Erzähltext	yes	no	third	none
rwk1_digbib_2625-1.xmi	saturn	Raabe,_Wilhelm_Frau_Salome.tg243_1.xml	1875	1870	digbib	Frau Salome	Raabe, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2625-2.xmi	saturn	Raabe,_Wilhelm_Frau_Salome.tg243_1.xml	1875	1870	digbib	Frau Salome	Raabe, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2626-2.xmi	saturn	Raabe,_Wilhelm_Hastenbeck.tg283_1.xml	1899	1890	digbib	Hastenbeck	Raabe, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2628-2.xmi	saturn	Reventlow,_Franziska_Graefin_zu_Das_allerjuengste_Gericht.tg86_1.xml	1897	1890	digbib	Das allerjüngste Gericht	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2629-1.xmi	saturn	Reventlow,_Franziska_Graefin_zu_Das_feindselige_Gepaeck.tg96_1.xml	1917	1910	digbib	Das feindselige Gepäck	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	first_plural	undef
rwk1_digbib_2630-1.xmi	saturn	Reventlow,_Franziska_Graefin_zu_Das_graefliche_Milchgeschaeft.tg84_1.xml	1897	1890	digbib	Das gräfliche Milchgeschäft	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2636-1.xmi	saturn	Reventlow,_Franziska_Graefin_zu_Die_Silberwanze.tg95_1.xml	1917	1910	digbib	Die Silberwanze	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	first_plural	chevron
rwk1_digbib_2647-1.xmi	saturn	Reventlow,_Franziska_Graefin_zu_Warum.tg73_1.xml	1893	1890	digbib	Warum	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_2650-2.xmi	saturn	Riehl,_Wilhelm_Heinrich_von_Der_Stadtpfeifer.tg6_1.xml	1862	1860	digbib	Der Stadtpfeifer	Riehl, Wilhelm Heinrich von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2655-1.xmi	saturn	Riehl,_Wilhelm_Heinrich_von_Meister_Martin_Hildebrand.tg34_1.xml	1862	1860	digbib	Meister Martin Hildebrand	Riehl, Wilhelm Heinrich von	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_2692-1.xmi	saturn	Rosegger,_Peter_Waldheimat__Erzaehlungen_aus_der_Jugendzeit.tg27_1_132.xml	1877	1870	digbib	Der Waldbauer, dieser Dodel!	Rosegger, Peter	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2701-1.xmi	saturn	Rosegger,_Peter_Waldheimat__Erzaehlungen_aus_der_Jugendzeit.tg27_1_18.xml	1877	1870	digbib	Dem Anderl sein Tabakgeld.	Rosegger, Peter	yes	Erzähltext	yes	no	first	chevron none
rwk1_digbib_2768-1.xmi	saturn	Rosegger,_Peter_Waldheimat__Erzaehlungen_aus_der_Jugendzeit.tg27_1_82.xml	1877	1870	digbib	Der Prediger in der Wüste.	Rosegger, Peter	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_2793-1.xmi	saturn	Saar,_Ferdinand_von_Der__Exzellenzherr_.tg208_1.xml	1877	1870	digbib	Der »Exzellenzherr«	Saar, Ferdinand von	yes	Erzähltext	yes	no	unsure	chevron
rwk1_digbib_2801-2.xmi	saturn	Saar,_Ferdinand_von_Die_Pfruendner.tg371_1.xml	1906	1900	digbib	Die Pfründner	Saar, Ferdinand von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2801-3.xmi	saturn	Saar,_Ferdinand_von_Die_Pfruendner.tg371_1.xml	1906	1900	digbib	Die Pfründner	Saar, Ferdinand von	yes	Erzähltext	yes	no	third	undef
