file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	dialect	perspective	quotes
rwk1_grenz_3732-1.xmi	earth	grenzboten_341584_102594.txt_48.xml	1856	1850	grenz	Deutsches Künstlerleben in Rom.	Undefined	no	Reportage	yes	no	third	undef
rwk1_grenz_4004-1.xmi	earth	grenzboten_341586_104734.txt_48.xml	1857	1850	grenz	Aus der römischen Kaiserzeit.	Undefined	no	Reportage	yes	no	third	undef
rwk1_grenz_4978-1.xmi	earth	grenzboten_341793_111431.txt_10.xml	1861	1860	grenz	Goethe und Kaulbach.	Undefined	no	Rezension	no	no	first_plural	german
rwk1_grenz_5382-1.xmi	earth	grenzboten_341795_114313.txt_52.xml	1862	1860	grenz	Bulgarische Zustände.	Undefined	no	Kommentar	no	no	first_plural	undef
rwk1_grenz_5912-1.xmi	earth	grenzboten_341799_189094.txt_53.xml	1864	1860	grenz	Vasari der andere.	Undefined	no	Reportage	no	no	first_plural	undef
rwk1_grenz_6510-1.xmi	earth	grenzboten_341805_190158.txt_19.xml	1867	1860	grenz	Zustände und Aussichten in Oestreich.	Undefined	no	Kommentar	no	no	first_plural	none
rwk1_grenz_7127-1.xmi	earth	grenzboten_341807_362043.txt_65.xml	1868	1860	grenz	Nach dem Schluß des Zollparlaments.	Undefined	no	Kommentar	no	no	first_plural	none
rwk1_grenz_8110-1.xmi	earth	grenzboten_341815_126853.txt_35.xml	1872	1870	grenz	Hinterlassene Schriften von G. G. Gervinus.	Rößler, Constantin 	no	Rezension	no	no	first_plural	undef
rwk1_grenz_8287-1.xmi	earth	grenzboten_341815_127927.txt_54.xml	1872	1870	grenz	Frankreich und die allgemeine Wehrpflicht	Jähns, Max 	no	Nachrichten	yes	no	first_plural	german
rwk1_grenz_9676-1.xmi	earth	grenzboten_341825_157640.txt_26.xml	1877	1870	grenz	Johann Huß' letzte Lebensstunden und Tod.	Salchow, H.	no	Biographie	yes	no	third	none
rwk1_mkhz_107-short.xmi	earth	BZ_1908_01_15.txt_5.xml	1908	1900	mkhz.badener	Vermischtes	Undefined	yes	Erzähltext	yes	no	unsure	german
rwk1_mkhz_128-1.xmi	earth	nn_arbeitgeber1046_1877.txt_2.xml	1877	1870	mkhz.arbeitgeber	Neue Erfindungen. Patentliste. Amerika.	Undefined	no	Kommentar	yes	no	third	german
rwk1_mkhz_1458-1.xmi	earth	nn_bayerische116_1850.txt_2.xml	1850	1850	mkhz.bayerische	Die Krise im Kanton Bern. Landtagsverhandlungen. Deutschland. Dänemark. Frankreich.	Undefined	no	Reportage	no	no	third	undef
rwk1_mkhz_1536-1.xmi	earth	nn_bayerische141_1850.txt_2.xml	1850	1850	mkhz.bayerische	Landtagsverhandlungen. Deutschland. England.	Undefined	no	Reportage	yes	no	third	german
rwk1_mkhz_1580-1.xmi	earth	nn_bayerische184_1850.txt_1.xml	1850	1850	mkhz.bayerische	Landtagsabschied. Deutschland. Schleswig-Holsteinische Angelegenheiten. Dänemark. Italien.	Undefined	no	Nachrichten	yes	no	first_plural	german
rwk1_mkhz_1710-1.xmi	earth	nn_bayerische230_1850.txt_2.xml	1850	1850	mkhz.bayerische	Kurfürstenthum Hessen. ( Fortsetzung. ) Louis Philipp. Die Ereignisse in Kurhessen. Schleswig-holsteinische Angelegenheiten. Deutschland. Italien. Portugal.	Undefined	no	Kommentar	no	no	third	none
rwk1_mkhz_231-1.xmi	earth	nn_augsburg72_1871.txt_2.xml	1871	1870	mkhz.augsburg	Das Französische im neuen Deutschen Reich. I. (Schluß. )	Undefined	no	Reportage	yes	no	unsure	none
rwk1_mkhz_2735-1.xmi	earth	nn_europa0106_1905_12.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar	no	no	third	german
rwk1_mkhz_2757-1.xmi	earth	nn_europa0108_1905_15.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Rezension	no	no	first	german
rwk1_mkhz_2769-short.xmi	earth	nn_europa0108_1905_26.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Rezension	no	no	first_plural	german
rwk1_mkhz_2776-short.xmi	earth	nn_europa0108_1905_8.xml	1905	1900	mkhz.europa	Renaissance innerlicher Kultur.	Wille, Bruno	no	Reportage	no	no	first	german
rwk1_mkhz_2778-1.xmi	earth	nn_europa0110_1905_1.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar	no	no	third	german
rwk1_mkhz_2787-1.xmi	earth	nn_europa0110_1905_18.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Rezension	no	no	third	german
rwk1_mkhz_2789-1.xmi	earth	nn_europa0110_1905_2.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Reportage	yes	no	third	undef
rwk1_mkhz_2843-1.xmi	earth	nn_europa0114_1905_32.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar	yes	no	third	german
rwk1_mkhz_2847-1.xmi	earth	nn_europa0114_1905_36.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar	yes	no	third	german
rwk1_mkhz_362-1.xmi	earth	nn_auswanderer23_1848.txt_1.xml	1848	1840	mkhz.auswanderer	Zweite Expedition nach dem Llano und San Saba. (Schluß.)	Undefined	no	Reisebericht/Brief	yes	no	first	undef
rwk1_mkhz_372-1.xmi	earth	nn_auswanderer24_1847.txt_2.xml	1847	1840	mkhz.auswanderer	Fragmente aus Briefen.	Undefined	no	Reisebericht/Brief	yes	no	first	none
rwk1_mkhz_4299-1.xmi	earth	nn_mainzerjournal256_1849_2.xml	1849	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten	yes	no	third	german
rwk1_mkhz_4555-1.xmi	earth	nn_morgenblatt48_1856_1.xml	1856	1850	mkhz.morgenblatt	Undefined	Undefined	no	Reportage	no	no	third	undef
rwk1_mkhz_593-1.xmi	earth	nn_auswanderer62_1847.txt_4.xml	1847	1840	mkhz.auswanderer	Verordnung über Einwanderung.	Undefined	no	Nachrichten	no	no	third	undef
rwk1_mkhz_6012-short.xmi	earth	nn_social0804_1874_8.xml	1874	1870	mkhz.social	Ein bekehrter Pfaffe	Undefined	no	Erzähltext	yes	no	third	german
rwk1_mkhz_6081-1.xmi	earth	nn_social1201_1874_18.xml	1874	1870	mkhz.social	Undefined	Undefined	no	Reportage	yes	no	third	german
rwk1_mkhz_6147-1.xmi	earth	nn_sonntagsblatt06_1868_14.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Biographie	no	no	third	german
rwk1_mkhz_6186-1.xmi	earth	nn_sonntagsblatt08_1868_18.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage	yes	no	unsure	german
rwk1_mkhz_62-1.xmi	earth	nn_arbeitgeber0676_1870.txt_9.xml	1870	1870	mkhz.arbeitgeber	Beilage zum Arbeitgeber No. 676.	Undefined	no	Anzeige	no	no	third	undef
rwk1_mkhz_6260-1.xmi	earth	nn_sonntagsblatt18_1868_3.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Erzähltext	yes	no	first	german
rwk1_mkhz_6263-1.xmi	earth	nn_sonntagsblatt18_1868_6.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage	no	no	first_plural	german
rwk1_mkhz_6361-1.xmi	earth	nn_sonntagsblatt32_1868_3.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reisebericht/Brief	no	no	unsure	undef
rwk1_mkhz_6367-1.xmi	earth	nn_sonntagsblatt32_1869_1.xml	1869	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Erzähltext	yes	no	third	german
