file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	dialect	perspective	quotes
rwk1_digbib_3187-1.tsv	mercury	Trakl,_Georg_Verlassenheit.tg168_1.xml	1906	1900	digbib	Verlassenheit	Trakl, Georg	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_3199-1.tsv	mercury	Ungern-Sternberg,_Alexander_von_Die_rosenrote_Fliege.tg9_1.xml	1850	1850	digbib	Die rosenrote Fliege	Ungern-Sternberg, Alexander von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3212-2.tsv	mercury	Verne,_Jules_Ein_Drama_in_Mexico.tg1890_1.xml	1857	1850	digbib	Ein Drama in Mexico	Verne, Jules	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3213-2.tsv	mercury	Verne,_Jules_Frritt_Flacc_.tg1973_1.xml	1887	1880	digbib	Frritt-Flacc!	Verne, Jules	yes	Erzähltext	yes	no	third	other
rwk1_digbib_3215-1.tsv	mercury	Verne,_Jules_Meister_Zacharius.tg1908_1.xml	1875	1870	digbib	Meister Zacharius	Verne, Jules	yes	Erzähltext	yes	no	third	other
rwk1_digbib_3220-3.tsv	mercury	Wildenbruch,_Ernst_von_Das_Riechbuechschen.tg175_1.xml	1885	1880	digbib	Das Riechbüschchen	Wildenbruch, Ernst von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3252-1.tsv	mercury	Wildermuth,_Ottilie_Das_Amthaus__1_.tg72_1.xml	1852	1850	digbib	Das Amthaus [1]	Wildermuth, Ottilie	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3286-1.tsv	mercury	Wildermuth,_Ottilie_Streit_in_der_Liebe.tg53_1.xml	1847	1840	digbib	Streit in der Liebe	Wildermuth, Ottilie	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3304-1.tsv	mercury	Wolf,_Johann_Wilhelm_Der_Fischerssohn__der_Rappe_und_der_Schimmel.tg7_1.xml	1851	1850	digbib	Der Fischersohn, der Rappe und der Schimmel	Wolf, Johann Wilhelm	yes	Erzähltext	yes	no	third	other
rwk1_grenz_200-1.tsv	mercury	grenzboten_341546_179712.txt_68.xml	1844	1840	grenz	Streifzüge im Norte	Undefined	no	Reportage	no	no	first_plural	undef
rwk1_grenz_375-1.tsv	mercury	grenzboten_341548_269416.txt_42.xml	1845	1840	grenz	Münchner Skizzen	Marggraff, Hermann 	no	Rezension	no	no	first	german
rwk1_grenz_630-1.tsv	mercury	grenzboten_341550_183020.txt_51.xml	1846	1840	grenz	Buchhändler Krebshold,wie er als Beförderer der Humanität ein armer Teufel wird, und später als Beförderer der Charlatanerie sein Glück macht, nach seinen eigenen Mittheilungen erzählt	Weinholz, A.	no	Biographie	yes	no	first	german none
rwk1_grenz_1618-1.tsv	mercury	grenzboten_341568_185336.txt_20.xml	1850	1850	grenz	Das Parlament in Erfurt.	Undefined	no	Kommentar	no	no	third	german none
rwk1_grenz_1920-1.tsv	mercury	grenzboten_341568_92822.txt_38.xml	1850	1850	grenz	Aus Ungarn.	Undefined	no	Kommentar	no	no	first_plural	undef
rwk1_grenz_4101-1.tsv	mercury	grenzboten_341588_105276.txt_68.xml	1858	1850	grenz	Literatur	Undefined	no	Rezension	no	no	first_plural	german
rwk1_grenz_4617-1.tsv	mercury	grenzboten_341594_108721.txt_12.xml	1860	1860	grenz	Die Ereignisse in Mittelitalien seit dem Frieden von Villasrmica.	Undefined	no	Nachrichten	yes	no	third	undef
rwk1_grenz_5403-1.tsv	mercury	grenzboten_341795_114855.txt_19.xml	1862	1860	grenz	General Wilhelm von Willisen. Nach Auszügen aus den Tagebüchern desselben.	Undefined	no	Erzähltext	yes	no	first	undef
rwk1_grenz_5486-1.tsv	mercury	grenzboten_341797_115393.txt_28.xml	1863	1860	grenz	Von der polnischen Grenze	Undefined	no	Kommentar	no	no	third	undef
rwk1_grenz_5912-2.tsv	mercury	grenzboten_341799_189094.txt_53.xml	1864	1860	grenz	Vasari der andere. 1.	Undefined	no	Rezension	no	no	third	undef
rwk1_grenz_6044-1.tsv	mercury	grenzboten_341801_282796.txt_1.xml	1865	1860	grenz	Diskereditirte Geschichten aus Mittelalter und Neuzeit	Undefined	no	Reportage	no	no	unsure	german
rwk1_grenz_6262-1.tsv	mercury	grenzboten_341803_284469.txt_40.xml	1866	1860	grenz	Die Krisis in Oestreich.	Undefined	no	Kommentar	no	no	first_plural	undef
rwk1_grenz_7064-2.tsv	mercury	grenzboten_341807_287271.txt_8.xml	1868	1860	grenz	Bestrebungen zur Ausdehnung des weiblichen Wirkungskreises	Undefined	no	Kommentar	no	no	third	german
rwk1_grenz_7249-1.tsv	mercury	grenzboten_341809_120686.txt_50.xml	1869	1860	grenz	Vor dem zweiten Zollparlament	Undefined	no	Kommentar	no	no	first_plural	undef
rwk1_grenz_7378-1.tsv	mercury	grenzboten_341809_121754.txt_33.xml	1869	1860	grenz	Ulrich Zwingli	Undefined	no	Reportage	no	no	third	german
rwk1_grenz_7700-1.tsv	mercury	grenzboten_341811_124705.txt_52.xml	1870	1870	grenz	Immermann's Leben.	Puttliz, E. zu 	no	Kommentar	no	no	first_plural	undef
rwk1_grenz_9076-1.tsv	mercury	grenzboten_341821_134957.txt_36.xml	1875	1870	grenz	Die Wirren in Louistana	Undefined	no	Kommentar	no	no	third	german
rwk1_grenz_10605-1.tsv	mercury	grenzboten_341831_157681.txt_52.xml	1880	1880	grenz	Die Hauptströmungen in der bildenden Kunst der Gegenwart. 3. Der Realismus in der Historienmalerei. — Karl Piloty.	Rosenberg, Adolf	no	Biographie	no	no	third	german
rwk1_grenz_10819-1.tsv	mercury	grenzboten_341833_157697.txt_32.xml	1881	1880	grenz	Lessingstudien.	Buchholz, Gustav 	no	Reportage	no	no	first_plural	german
rwk1_grenz_11760-1.tsv	mercury	grenzboten_341837_154164.txt_39.xml	1883	1880	grenz	Macchiavelli. 2.	Undefined	no	Reportage	no	no	first	undef
rwk1_grenz_12920-1.tsv	mercury	grenzboten_341843_199353.txt_29.xml	1886	1880	grenz	Olympia und der olympische Zeustempel	Undefined	no	Reportage	no	no	third	german
rwk1_grenz_13812-1.tsv	mercury	grenzboten_341849_204088.txt_52.xml	1889	1880	grenz	Wolf Baudissin (geb. den 30. Januar 1789)	Waldmüller, Robert	no	Biographie	no	no	third	none
rwk1_grenz_14802-1.tsv	mercury	grenzboten_341853_289767.txt_46.xml	1891	1890	grenz	Die freie Bühne und der Naturalismus	Roeber, Friedrich	no	Kommentar	no	no	first	none
rwk1_grenz_14861-1.tsv	mercury	grenzboten_341855_211167.txt_19.xml	1892	1890	grenz	Friedrich Myconius	Kreyenberg, Gotthold	no	Biographie	yes	no	third	german
rwk1_grenz_15484-1.tsv	mercury	grenzboten_341857_215089.txt_73.xml	1893	1890	grenz	Indische Zustände	Undefined	no	Reportage	no	no	third	german
rwk1_grenz_15490-1.tsv	mercury	grenzboten_341857_215089.txt_79.xml	1893	1890	grenz	Anmerkungen zur Judenfrage	Undefined	no	Kommentar	no	no	first	undef
rwk1_grenz_16079-1.tsv	mercury	grenzboten_341863_222303.txt_5.xml	1896	1890	grenz	Adolf Wilbrandt	Undefined	no	Rezension	no	no	third	german
rwk1_grenz_16296-1.tsv	mercury	grenzboten_341863_223583.txt_86.xml	1896	1890	grenz	Englische Zustände 4	Undefined	no	Reportage	no	no	third	german
rwk1_grenz_17349-1.tsv	mercury	grenzboten_341869_231811.txt_45.xml	1899	1890	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Unsure	no	no	unsure	none
rwk1_grenz_18080-1.tsv	mercury	grenzboten_341875_236523.txt_16.xml	1902	1900	grenz	Kursächsische Streifzüge 3. Sitzenroda. Schilda und das Schildbürgerbuch	von V.E. Schmidt	no	Reportage	no	no	third	german
rwk1_grenz_19331-1.tsv	mercury	grenzboten_341881_296010.txt_69.xml	1905	1900	grenz	Von Zölibat, Brevier, Meßstipendien und Klosterwesen (Schluß)	Undefined	no	Reportage	no	no	third	german
rwk1_grenz_21204-1.tsv	mercury	grenzboten_341891_314996.txt_33.xml	1910	1910	grenz	Jasmin	Puttkamer, Alberta von	yes	Erzähltext	yes	no	third	german
rwk1_grenz_21900-1.tsv	mercury	grenzboten_341893_319600.txt_31.xml	1911	1910	grenz	Polen und Rom vor 1870	Pflaum, Chr. D.	no	Reportage	yes	no	third	german
rwk1_grenz_22075-1.tsv	mercury	grenzboten_341895_321082.txt_17.xml	1912	1910	grenz	Rußland, Frankreich und Deutschland	Massow, Wilhelm v.	no	Reportage	yes	no	third	german
rwk1_grenz_22091-1.tsv	mercury	grenzboten_341895_321082.txt_31.xml	1912	1910	grenz	Reichsspiegel	Undefined	no	Nachrichten	no	no	third	german
rwk1_grenz_22136-1.tsv	mercury	grenzboten_341895_321082.txt_72.xml	1912	1910	grenz	Reichsspiegel	Undefined	no	Nachrichten	yes	no	third	german
rwk1_grenz_22456-1.tsv	mercury	grenzboten_341897_325519.txt_17.xml	1913	1910	grenz	Kirchspielvogt Mohr. Zur Psychologie Hebbels und moderner Kritik	Reuschel,  Karl Professor Dr.	no	Rezension	no	no	third	german
rwk1_grenz_23465-1.tsv	mercury	grenzboten_341903_330101.txt_43.xml	1916	1910	grenz	Der Apostel des deutschen Idealismus	Buchheim, Karl Dr.	no	Biographie	no	no	third	german none
rwk1_mkhz_5-short.tsv	mercury	nn_arbeitgeber0667_1870.txt_5.xml	1870	1870	mkhz.arbeitgeber	Vermischtes	Undefined	no	Nachrichten	no	no	third	german
rwk1_mkhz_58-1.tsv	mercury	nn_arbeitgeber0676_1870.txt_5.xml	1870	1870	mkhz.arbeitgeber	Handel und Verkehr. Gewerbe. Technik.	Undefined	no	Nachrichten	no	no	third	german
rwk1_mkhz_71-1.tsv	mercury	nn_arbeitgeber0698_1870.txt_3.xml	1870	1870	mkhz.arbeitgeber	Frankfurt und Elsaß	Undefined	no	Kommentar	no	no	unsure	undef
rwk1_mkhz_83-1.tsv	mercury	nn_arbeitgeber0699_1870.txt_4.xml	1870	1870	mkhz.arbeitgeber	Handel und Verkehr. Gewerbe. Technik.	Undefined	no	Kommentar	no	no	third	german none
rwk1_mkhz_176-1.tsv	mercury	nn_augsburg49_1871.txt_1.xml	1871	1870	mkhz.augsburg	Telegraphische Berichte. Italien. Schweden und Norwegen. Rumänien.	Undefined	no	Nachrichten	no	no	unsure	german
rwk1_mkhz_207-1.tsv	mercury	nn_augsburg68_1871.txt_15.xml	1871	1870	mkhz.augsburg	Undefined	Undefined	no	Nachrichten	no	no	third	german
rwk1_mkhz_219-short.tsv	mercury	nn_augsburg69_1871.txt_3.xml	1871	1870	mkhz.augsburg	Neueste Posten	Undefined	no	Nachrichten	no	no	third	german
rwk1_mkhz_241-1.tsv	mercury	nn_augsburg74_1871.txt_4.xml	1871	1870	mkhz.augsburg	Undefined	Undefined	no	Rezension	no	no	third	german
rwk1_mkhz_252-1.tsv	mercury	nn_augsburg75_1871.txt_6.xml	1871	1870	mkhz.augsburg	Aus der Türkei	Undefined	no	Reportage	no	no	third	undef
rwk1_mkhz_277-1.tsv	mercury	nn_auswanderer01_1848.txt_7.xml	1848	1840	mkhz.auswanderer	Intelligenzblatt zur Auswanderungszeitung No 1.	Undefined	no	Anzeige	no	no	first_plural	german
rwk1_mkhz_378-1.tsv	mercury	nn_auswanderer24_1847.txt_8.xml	1847	1840	mkhz.auswanderer	Intelligenzblatt zur Auswanderungszeitung No 24.	Undefined	no	Anzeige	no	no	third	undef
rwk1_mkhz_593-2.tsv	mercury	nn_auswanderer62_1847.txt_4.xml	1847	1840	mkhz.auswanderer	Undefined	Undefined	no	Nachrichten	yes	no	third	undef
rwk1_mkhz_778-short.tsv	mercury	nn_auswandererzeitung024_1852_5.xml	1852	1850	mkhz.auswandererzeitung	Eine neue Verordnung gegen die Belästigung der in Bremen ankommenden Reisenden	Undefined	no	Nachrichten	no	no	third	undef
rwk1_mkhz_917-1.tsv	mercury	nn_auswandererzeitung034_1852_3.xml	1852	1850	mkhz.auswandererzeitung	Briefauszüge	Undefined	no	Reisebericht/Brief	no	no	first	none
rwk1_mkhz_1349-1.tsv	mercury	nn_auswandererzeitung094_1852_5.xml	1852	1850	mkhz.auswandererzeitung	Undefined	Undefined	no	Kommentar	no	no	first_plural	german
rwk1_mkhz_3419-short.tsv	mercury	nn_mainzerjournal015_1848_13.xml	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten	no	no	unsure	undef
rwk1_mkhz_3702-short.tsv	mercury	nn_mainzerjournal058_1848_16.xml	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten	no	no	third	german
rwk1_mkhz_4136-1.tsv	mercury	nn_mainzerjournal243_1849_4.xml	1849	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten	no	no	third	undef
rwk1_mkhz_4565-1.tsv	mercury	nn_morgenblatt48_1856_4.xml	1856	1850	mkhz.morgenblatt	Undefined	Undefined	no	Reportage	no	no	third	german
rwk1_mkhz_5092-1.tsv	mercury	nn_pfennig021_1843_2.xml	1843	1840	mkhz.pfennig	Undefined	Undefined	no	Reportage	no	no	third	german none
rwk1_mkhz_6008-1.tsv	mercury	nn_social0804_1874_4.xml	1874	1870	mkhz.social	Undefined	Undefined	no	Reportage	no	no	unsure	german
rwk1_mkhz_6127-1.tsv	mercury	nn_sonntagsblatt05_1868_10.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Biographie	no	no	third	german
rwk1_mkhz_6156-1.tsv	mercury	nn_sonntagsblatt06_1868_7.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Kommentar	no	no	third	undef
rwk1_mkhz_6166-1.tsv	mercury	nn_sonntagsblatt07_1868_16.xml	1868	1860	mkhz.sonntagsblatt	Der Kamaschenteufel. Mein gewichtiger Landesvater.	Undefined	no	Unsure	yes	no	third	german
rwk1_mkhz_6237-short.tsv	mercury	nn_sonntagsblatt15_1868_4.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext	yes	no	third	german
