file	year	decade	source	title	author	fictional	text_type
rwk_digbib_3242-1.xmi	1847	1840	digbib	4. Der Herrenbau	Wildermuth, Ottilie	yes	Erzähltext
rwk_digbib_3244-1.xmi	1847	1840	digbib	5. Das fromme Pfarrhaus	Wildermuth, Ottilie	yes	Erzähltext
rwk_digbib_3247-1.xmi	1847	1840	digbib	5.Der alte Frey	Wildermuth, Ottilie	yes	Erzähltext
rwk_digbib_3251-1.xmi	1852	1850	digbib	Das Amthaus	Wildermuth, Ottilie	yes	Erzähltext
rwk_digbib_3269-1.xmi	1852	1850	digbib	Ein einsam Herz	Wildermuth, Ottilie	yes	Erzähltext
rwk_digbib_3280-1.xmi	1852	1850	digbib	Lebensglück	Wildermuth, Ottilie	yes	Erzähltext
rwk_digbib_3303-1.xmi	1851	1850	digbib	Das weiße Hemd, das schwere Schwert und der goldene Ring	Wolf, Johann Wilhelm	yes	Erzähltext
rwk_digbib_3338-1.xmi	1851	1850	digbib	*Der Hasenhirt	Wolf, Johann Wilhelm	yes	Erzähltext
rwk_digbib_3343-1.xmi	1851	1850	digbib	*Die zwölf Brüder	Wolf, Johann Wilhelm	yes	Erzähltext
rwk_digbib_622-1.xmi	1856	1850	digbib	Der Wandergeselle	Bechstein, Ludwig	yes	Erzähltext
rwk_digbib_660-1.xmi	1845	1840	digbib	Die verzauberte Prinzessin	Bechstein, Ludwig	yes	Erzähltext
rwk_digbib_930-1.xmi	1862	1860	digbib	Abdankung	Birlinger, Anton	yes	Erzähltext
rwk_digbib_934-2.xmi	1857	1850	digbib	Synnöve Solbakken	Bjørnson, Bjørnstjerne	yes	Erzähltext
rwk_digbib_935-1.xmi	1868	1860	digbib	1. Die Geschichte von der Frau Holle	Büchner, Luise	yes	Erzähltext
rwk_digbib_943-1.xmi	1878	1870	digbib	Der kleine Vagabund	Büchner, Luise	yes	Erzähltext
rwk_digbib_946-1.xmi	1878	1870	digbib	Ein Dichter	Büchner, Luise	yes	Erzähltext
rwk_digbib_981-1.xmi	1910	1910	digbib	32. Der Soldat und das Feuerzeug	Busch, Wilhelm	yes	Erzähltext
rwk_grenz_10402-1.xmi	1879	1870	grenz	Struensee.	Dohmte, E. 	no	Biographie
rwk_grenz_10762-1.xmi	1880	1880	grenz	Zur Reform des Haftpflichtgesetzes: 3.Die allgemeine Arbeiterversicherung.	Stommel, Luno 	no	Reportage
rwk_grenz_10819-1.xmi	1881	1880	grenz	Lessingstudien.	Buchholz, Gustav 	no	Reportage
rwk_grenz_10959-1.xmi	1881	1880	grenz	Hannovers Ende und Herr Meding. 	Meding, Oscar| Samarow, Gregor 	no	Rezension
rwk_grenz_1108-1.xmi	1848	1840	grenz	Eine Predigt auf der Ferdinandsbrueke.	Undefined	no	Kommentar
rwk_grenz_11238-1.xmi	1882	1880	grenz	Vom Wiener Burgtheater.	Undefined	no	Reportage
rwk_grenz_11238-2.xmi	1882	1880	grenz	Vom Wiener Burgtheater.	Undefined	no	Reportage
rwk_grenz_1140-1.xmi	1848	1840	grenz	Der Wendepunkt der Revolution.	Undefined	no	Reportage
rwk_grenz_11530-1.xmi	1883	1880	grenz	Die Grafen von Altenschwerdt.	Niemann, August	yes	Erzähltext
rwk_grenz_11760-1.xmi	1883	1880	grenz	Macchiavelli. 2.	Undefined	no	Reportage
rwk_grenz_11903-1.xmi	1884	1880	grenz	Die Engel auf Erden. 	Bersezio, Viktor	yes	Erzähltext
rwk_grenz_12190-1.xmi	1884	1880	grenz	Unser Reichskanzler.	Niemann, August	no	Unsure
rwk_grenz_12200-1.xmi	1884	1880	grenz	Michael Munkacsy.	Rosenberg, Adolf 	no	Biographie
rwk_grenz_12266-1.xmi	1885	1880	grenz	F.M.Dostojewsky.	Undefined	no	Rezension
rwk_grenz_12289-1.xmi	1885	1880	grenz	Unpolitische Briefe aus Wien: 2. Unsre Dichter.	Undefined	no	Rezension
rwk_grenz_12346-1.xmi	1885	1880	grenz	Otium cum dignitate.	Undefined	no	Biographie
rwk_grenz_1322-1.xmi	1849	1840	grenz	Preußische Briefe.	Undefined	no	Reisebericht/Brief
rwk_grenz_13462-1.xmi	1888	1880	grenz	Ein böser Geist im heutigen England. 2. 	Undefined	no	Reportage
rwk_grenz_13858-1.xmi	1889	1880	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Rezension
rwk_grenz_13947-1.xmi	1889	1880	grenz	Robert Hamerlings Selbstbiographie	Necker, Moritz	no	Rezension
rwk_grenz_14432-1.xmi	1890	1890	grenz	Die Rembrandt-Ausstellung im Berliner Kupferstichkabinet	Undefined	no	Rezension
rwk_grenz_14699-1.xmi	1891	1890	grenz	Neues über Schleswig-Holstein	Undefined	no	Rezension
rwk_grenz_1482-1.xmi	1849	1840	grenz	Jütland und die Jüten.	Undefined	no	Kommentar
rwk_grenz_14935-1.xmi	1892	1890	grenz	Bilder aus dem Universitätsleben: 2. Die Wahlschlacht	Undefined	yes	Erzähltext
rwk_grenz_15007-1.xmi	1892	1890	grenz	Die nächsten Aufgaben der christlichen Welt: Geschichtsphilosophische Gedanken 18(Schluß der ganzen Reihe)	Undefined	no	Reportage
rwk_grenz_15360-1.xmi	1893	1890	grenz	Leila die Katzenprinzessin (Fortsetzung)	Haarhaus, Julius	yes	Erzähltext
rwk_grenz_15490-1.xmi	1893	1890	grenz	Anmerkungen zur Judenfrage	Undefined	no	Kommentar
rwk_grenz_15654-1.xmi	1895	1890	grenz	Stölzels juristische Lehrmethode	Undefined	no	Rezension
rwk_grenz_15834-1.xmi	1895	1890	grenz	Wiemansichverspricht	Undefined	no	Reportage
rwk_grenz_1591-1.xmi	1849	1840	grenz	Wiener Zeitungen und Zeitungshelden.	Undefined	no	Rezension
rwk_grenz_16046-1.xmi	1896	1890	grenz	Zur Assessorenfrage in Preußen	Undefined	no	Kommentar
rwk_grenz_1618-1.xmi	1850	1850	grenz	Das Parlament in Erfurt.	Undefined	no	Kommentar
rwk_grenz_16257-1.xmi	1896	1890	grenz	Die Dynastie der Saids in Sansibar	Wagner, Hans	no	Reportage
rwk_grenz_16296-1.xmi	1896	1890	grenz	Englische Zustände 4	Undefined	no	Reportage
rwk_grenz_16351-1.xmi	1897	1890	grenz	Die Berliner Schillerpreisdramen	Undefined	no	Kommentar
rwk_grenz_16524-1.xmi	1897	1890	grenz	Zur Beförderung und Verabschiedung der Offiziere	Undefined	no	Kommentar
rwk_grenz_16588-1.xmi	1897	1890	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar
rwk_grenz_16828-1.xmi	1898	1890	grenz	Das deutsche Lied seit dem Tode Richard Wagners	Kretzschmar, Hermann 	no	Kommentar
rwk_grenz_16935-1.xmi	1898	1890	grenz	Die Sozialdemokratie im Beamtentum	Undefined	no	Kommentar
rwk_grenz_17048-1.xmi	1899	1890	grenz	Diedeutsche Geldreform(Schluß)	Undefined	no	Reportage
rwk_grenz_17383-1.xmi	1899	1890	grenz	Skizzen aus unserm heutigen Volksleben: Dritte Reihe, 4. Wie es Pastor Heinrichs bei seiner Versetzung erging	Anders, Fritz	yes	Erzähltext
rwk_grenz_17626-1.xmi	1900	1900	grenz	Die Blüte und der Verfall der holländischen Seemacht	Undefined	no	Reportage
rwk_grenz_18070-1.xmi	1901	1900	grenz	Weihnachten vor Paris (Schluß)	Stellanus, Georg	yes	Erzähltext
rwk_grenz_18315-1.xmi	1902	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar
rwk_grenz_18324-2.xmi	1902	1900	grenz	Der Kampf um Rom 1849	Kaemmel, Otto 	no	Reportage
rwk_grenz_18522-1.xmi	1903	1900	grenz	König Laurin	Undefined	no	Rezension
rwk_grenz_18701-1.xmi	1903	1900	grenz	Ekkehard der Erste von St. Gallen und das Waltharilied	Undefined	no	Biographie
rwk_grenz_19033-1.xmi	1904	1900	grenz	Der Mönch von Weinfelden (Fortsetzung)	Haarhaus, Julius R.	yes	Erzähltext
rwk_grenz_19164-1.xmi	1904	1900	grenz	Gräfin Susanna (Fortsetzung)	Harland, Henry 	yes	Erzähltext
rwk_grenz_1920-1.xmi	1850	1850	grenz	Aus Ungarn.	Undefined	no	Kommentar
rwk_grenz_19209-1.xmi	1904	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar
rwk_grenz_19300-1.xmi	1905	1900	grenz	Salzburg und die Tauernpässe	Kaemmel, Otto 	no	Reportage
rwk_grenz_19520-1.xmi	1905	1900	grenz	Herrenmenschen 14. Er soll dein Herr sein	Anders, Fritz| Allihn, Max 	yes	Erzähltext
rwk_grenz_19716-1.xmi	1906	1900	grenz	Kontroversenzüchtung: Ein Mahnwort an den Gesetzgeber	Josef, Eugen 	no	Kommentar
rwk_grenz_19836-1.xmi	1906	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar
rwk_grenz_20079-1.xmi	1907	1900	grenz	Eine Ferienfahrt nach Brasilien	Kelch, Egon Dr.	no	Reisebericht/Brief
rwk_grenz_20204-1.xmi	1907	1900	grenz	Tilsit - ein Zusammenbruch der britischen Festlandpolitik	Kraus, Eberhard	no	Reportage
rwk_grenz_20961-1.xmi	1909	1900	grenz	Vom Ansehen des Reichstags	Undefined	no	Kommentar
rwk_grenz_21002-1.xmi	1909	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar
rwk_grenz_21102-1.xmi	1909	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar
rwk_grenz_21346-1.xmi	1910	1910	grenz	Im Kampf gegen die Übermacht	Lie, Bernt	yes	Erzähltext
rwk_grenz_21469-1.xmi	1910	1910	grenz	Beitrag zur Geschichte der Psychiatrie	Benn, Gottfried	no	Reportage
rwk_grenz_21534-1.xmi	1910	1910	grenz	Im Flecken: Erzählung aus der russischen Provinz (Fortsetzung)	Reyher, Alexander Andreas v. 	yes	Erzähltext
rwk_grenz_21780-1.xmi	1911	1910	grenz	Staatlicher Imperialismus und Individualismus	Dix, Arthur 	no	Reportage
rwk_grenz_21969-1.xmi	1911	1910	grenz	Briefe aus China	Grube, Wilhelm Professor Dr.	no	Reisebericht/Brief
rwk_grenz_21976-1.xmi	1912	1910	grenz	Fichte und die älteren Romantiker	Schmidt-Köln, W. Dr.	no	Reportage
rwk_grenz_22091-1.xmi	1912	1910	grenz	Reichsspiegel	Undefined	no	Nachrichten
rwk_grenz_22136-1.xmi	1912	1910	grenz	Reichsspiegel	Undefined	no	Nachrichten
rwk_grenz_22414-1.xmi	1913	1910	grenz	Maßgebliches und Unmaßgebliches: Volkswirtschaft	Jentsch, Carl 	no	Rezension
rwk_grenz_22484-1.xmi	1913	1910	grenz	Der vorsichtige Freier(Schluß)	Federn, Karl 	yes	Erzähltext
rwk_grenz_2262-1.xmi	1851	1850	grenz	Wochenschau.	Undefined	no	Rezension
rwk_grenz_22637-1.xmi	1913	1910	grenz	An der Wiege des Königreichs Rumänien: Berichte des preußischen Spezialgesandten Freiherrn von Richthofen an König Friedrich Wilhelm den Vierten	Undefined	no	Reisebericht/Brief
rwk_grenz_23014-1.xmi	1914	1910	grenz	Weltwirtschaft und Weltkrieg: Gedanken über die Ursache des großen Krieges	Strahl, Richard Dr.jur.	no	Kommentar
rwk_grenz_23276-1.xmi	1915	1910	grenz	Englische Weltpolitik und Weltverkehrsfragen vor dem Kriege	Wütschke, Dr.	no	Kommentar
rwk_grenz_23388-1.xmi	1916	1910	grenz	Das Nationalitätsprinzip und der Krieg	Bornhak, Conrad Professor Dr.	no	Reportage
rwk_grenz_23586-1.xmi	1916	1910	grenz	Erdkunde in den höheren Schulen	Offe, Hans Dr.	no	Kommentar
rwk_grenz_24-1.xmi	1842	1840	grenz	Erinnerungen und die Mittheilungen eines Landschaftsmalers	Koekkoek, B. C.	no	Reportage
rwk_grenz_24-2.xmi	1842	1840	grenz	Erinnerungen und die Mittheilungen eines Landschaftsmalers	Koekkoek, B. C.	no	Reisebericht/Brief
rwk_grenz_24314-1.xmi	1919	1910	grenz	G. von Jagow's Buch	Undefined	no	Reportage
rwk_grenz_24351-1.xmi	1919	1910	grenz	Pressestimmen	Undefined	no	Kommentar
rwk_grenz_2481-1.xmi	1852	1850	grenz	Wochenbericht.	Undefined	no	Rezension
rwk_grenz_2866-1.xmi	1853	1850	grenz	Der russisch-türkische Feldzug von 1829.	Undefined	no	Reportage
rwk_grenz_3019-1.xmi	1854	1850	grenz	Literaturgeschichte.	Undefined	no	Rezension
rwk_grenz_3157-1.xmi	1854	1850	grenz	Politische Broschüren.	Undefined	no	Kommentar
rwk_grenz_3168-1.xmi	1854	1850	grenz	Wochenbericht.	Undefined	no	Kommentar
rwk_grenz_317-1.xmi	1844	1840	grenz	Der Kunstteufel: Modernes Märchen.	Undefined	yes	Erzähltext
rwk_grenz_3240-1.xmi	1855	1850	grenz	Schleswig-Holsteinische Briefe.	Undefined	no	Reisebericht/Brief
rwk_grenz_337-1.xmi	1844	1840	grenz	Der Schachtelmann	Cornelius	yes	Erzähltext
rwk_grenz_3493-1.xmi	1856	1850	grenz	Freiherr von Stein.	Undefined	no	Rezension
rwk_grenz_3633-2.xmi	1856	1850	grenz	Der Sundzoll.	Undefined	no	Kommentar
rwk_grenz_3732-1.xmi	1856	1850	grenz	Deutsches Künstlerleben in Rom.	Undefined	no	Reportage
rwk_grenz_375-1.xmi	1845	1840	grenz	Münchner Skizzen	Marggraff, Hermann 	no	Rezension
rwk_grenz_3867-1.xmi	1857	1850	grenz	Ein Gang durch Triest.	Undefined	no	Kommentar
rwk_grenz_4004-1.xmi	1857	1850	grenz	Aus der römischen Kaiserzeit.	Undefined	no	Reportage
rwk_grenz_4604-1.xmi	1859	1850	grenz	In Dschingiskhans Heimath.	Undefined	no	Reisebericht/Brief
rwk_grenz_4617-1.xmi	1860	1860	grenz	Die Ereignisse in Mittelitalien seit dem Frieden von Villasrmica.	Undefined	no	Nachrichten
rwk_grenz_4978-1.xmi	1861	1860	grenz	Goethe und Kaulbach.	Undefined	no	Rezension
rwk_grenz_517-1.xmi	1845	1840	grenz	Royer-Collard.	Undefined	no	Reportage
rwk_grenz_5313-1.xmi	1862	1860	grenz	Die letzte Woche in Preußen.	Undefined	no	Kommentar
rwk_grenz_5375-1.xmi	1862	1860	grenz	Die deutsche Flotte vor der Marinecomimssion des Abgeordnetenhauses.	Undefined	no	Kommentar
rwk_grenz_5382-1.xmi	1862	1860	grenz	Bulgarische Zustände.	Undefined	no	Kommentar
rwk_grenz_5743-1.xmi	1864	1860	grenz	Die Musikunddieleipziger Coueertsaisonvon18K3—1864.2.	Undefined	no	Kommentar
rwk_grenz_5912-1.xmi	1864	1860	grenz	Vasari der andere.	Undefined	no	Reportage
rwk_grenz_6262-1.xmi	1866	1860	grenz	Die Krisis in Oestreich.	Undefined	no	Kommentar
rwk_grenz_630-1.xmi	1846	1840	grenz	Buchhändler Krebshold,wie er als Beförderer der Humanität ein armer Teufel wird, und später als Beförderer der Charlatanerie sein Glück macht, nach seinen eigenen Mittheilungen erzählt	Weinholz, A.	no	Biographie
rwk_grenz_6303-1.xmi	1866	1860	grenz	Photographieund Kunstinihren Wechselbeziehungen.	Undefined	no	Kommentar
rwk_grenz_6510-1.xmi	1867	1860	grenz	Zustände und Aussichten in Oestreich.	Undefined	no	Kommentar
rwk_grenz_6628-1.xmi	1867	1860	grenz	Preußische Kriegsmarine.	Undefined	no	Reportage
rwk_grenz_7127-1.xmi	1868	1860	grenz	Nach dem Schluß des Zollparlaments.	Undefined	no	Kommentar
rwk_grenz_7127-2.xmi	1868	1860	grenz	Nach dem Schluß des Zollparlaments.	Undefined	no	Kommentar
rwk_grenz_7700-1.xmi	1870	1870	grenz	Immermann's Leben.	Puttliz, E. zu 	no	Kommentar
rwk_grenz_773-1.xmi	1847	1840	grenz	Deutsche Reisende in der Fremde.	Undefined	no	Kommentar
rwk_grenz_7914-1.xmi	1871	1870	grenz	Die katholische Bewegung in Baiern.	Undefined	no	Kommentar
rwk_grenz_8110-1.xmi	1872	1870	grenz	Hinterlassene Schriften von G. G. Gervinus.	Rößler, Constantin 	no	Rezension
rwk_grenz_8287-1.xmi	1872	1870	grenz	Frankreich und die allgemeine Wehrpflicht	Jähns, Max 	no	Nachrichten
rwk_grenz_8348-1.xmi	1872	1870	grenz	Frankreich und die allgemeine Wehrpflicht	Jähns, Max 	no	Kommentar
rwk_grenz_9676-1.xmi	1877	1870	grenz	Johann Huß' letzte Lebensstunden und Tod.	Salchow, H.	no	Biographie
rwk_grenz_9742-1.xmi	1877	1870	grenz	Die fünfundzwanzig Regentenjahre des Großherzogs von Baden.	Undefined	no	Reportage
rwk_grenz_9881-1.xmi	1877	1870	grenz	Die Herrlichkeit Kniphausen und die gräflich Bentincksche Burgmilice.I.	Undefined	no	Biographie
rwk_grenz_9977-1.xmi	1878	1870	grenz	Die deutsche Literatur während des achtjährigen Friedens 1748-1756.	Schmidt, Julian 	no	Rezension
rwk_mkhz_10012-1.xmi	1884	1880	mkhz.maehrisches	Undefined	Undefined	no	Nachrichten
rwk_mkhz_10015-1.xmi	1884	1880	mkhz.maehrisches	Proceß Stellmacher: I. Verhandlungstag.	Undefined	no	Unsure
rwk_mkhz_10017-1.xmi	1884	1880	mkhz.maehrisches	Undefined	Undefined	no	Biographie
rwk_mkhz_10021-1.xmi	1884	1880	mkhz.maehrisches	Die ungarischen Wahlen.	Undefined	no	Kommentar
rwk_mkhz_100271.xmi	1884	1880	mkhz.maehrisches	Protokoll	Undefined	no	Nachrichten
rwk_mkhz_10030-1.xmi	1884	1880	mkhz.maehrisches	Bild und Wort.	Groller, Baldnin	no	Reportage
rwk_mkhz_10033-1.xmi	1884	1880	mkhz.maehrisches	Undefined	Undefined	yes	Unsure
rwk_mkhz_100361.xmi	1884	1880	mkhz.maehrisches	(Geänderte Jahrordnungder Mährisch-Schlesischen Centralbahn)(Concurs)(Verurtheilung.)	Undefined	no	Nachrichten
rwk_mkhz_10039-1.xmi	1885	1880	mkhz.maehrisches	Undefined	G.L.	no	Reisebericht/Brief
rwk_mkhz_100421.xmi	1885	1880	mkhz.maehrisches	Undefined	Undefined	no	Nachrichten
rwk_mkhz_10052-1.xmi	1885	1880	mkhz.maehrisches	„Nationalverein deutscher Bürger und Bauern in Sternberg.“| Gründung eines deutschen Turnvereins in einer Landgemeinde. Kindesmord. Zum sogenannten Versehen der Kühe. Von der Handels- und Gewerbekammer. Speisezettel der Polksküche.	Undefined	no	Nachrichten
rwk_mkhz_10070-1.xmi	1886	1880	mkhz.maehrisches	Oesterreichs Stellung in der Balkanfrage.	Undefined	no	Reportage
rwk_mkhz_10121.xmi	1852	1850	mkhz.auswandererzeitung	Colonisationsprojekt von Santa Cruz in der Provinz Rio Grande do Sul in Brasilien	Undefined	no	Reportage
rwk_mkhz_10135-1.xmi	1888	1880	mkhz.maehrisches	Fürst Bismarck und die deutsche Reaction.	Undefined	no	Nachrichten
rwk_mkhz_101401.xmi	1888	1880	mkhz.maehrisches	Undefined	Undefined	no	Kommentar
rwk_mkhz_10146-1.xmi	1888	1880	mkhz.maehrisches	Maturitäts-Prüfungen. Zur Einführung der electrischen Beleuchtung im Olmützer Stadttheater. Die Liedertafel des Olmützer Männergesangvereins, Vom Männergesangverein. Die Badesaison. Nochmals Landesschulinspector Kotsmich und die „Narodui Listy.“ Aebersiedlung. Schwurgerichtssession. Militär-Concert im Englisch´schen Restaurationsgarten.	Undefined	no	Nachrichten
rwk_mkhz_101501.xmi	1888	1880	mkhz.maehrisches	Gefunden. Fest in Nimlau. Die mährischen Schützen beim Kaiser-Jubiläums-Schützenfest in Wien. Bezirksrichter Pell. Besitzwechsel. Firma-Protokollirungen. Unangenehm.	Undefined	no	Nachrichten
rwk_mkhz_101511.xmi	1888	1880	mkhz.maehrisches	(Drei Königstöchter.)	Undefined	no	Erzähltext
rwk_mkhz_101751.xmi	1888	1880	mkhz.maehrisches	Undefined	Undefined	no	Kommentar
rwk_mkhz_10189-1.xmi	1889	1880	mkhz.maehrisches	Der Battenberger in Wien. Wiens Rückgang. Der Schluß des tschechischen Kumpf-Landtages. Rangerhöhung des Krakauer Bischofs. Der Rücktritt des preußischen Justizministers.	Undefined	no	Nachrichten
rwk_mkhz_10205-1.xmi	1889	1880	mkhz.maehrisches	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_102151.xmi	1889	1880	mkhz.maehrisches	Undefined	Undefined	no	Nachrichten
rwk_mkhz_102171.xmi	1889	1880	mkhz.maehrisches	Undefined	Undefined	no	Kommentar
rwk_mkhz_10227-1.xmi	1896	1890	mkhz.badener	Nuleeni der Sternengeist. Ein indisches Märchen.	Reichel, E.	yes	Erzähltext
rwk_mkhz_10235-1.xmi	1896	1890	mkhz.badener	Politische Uebersicht. Parlamentarische Schreckenberger.	Undefined	no	Nachrichten
rwk_mkhz_102451.xmi	1896	1890	mkhz.badener	Undefined	X.	no	Kommentar
rwk_mkhz_10246-1.xmi	1896	1890	mkhz.badener	Personalnachrichten.—Todesfall.—Postverkehr.—Wahlinden Gemeindeausschuß.—Aus dem Gemeindeausschusse.—Verschönerungsverein Baden.—Weihnachtsbescheerung.—Christbaum-Betheilung in Weikersdorf.—Stempelpflicht der Radfahr-Documente.—Erster Familienabend der Beamtenschaft Badens.—Die „Nachrichten aus dem Viertel unter aller Kritik“,—„Sirius“.—Fachschule für die Mühlen-Industrie in Niederösterreich.—Rath’sches allgemeines öffentliches Krankenhausin Baden.—Eine unredliche Bedienerin.	Undefined	no	Kommentar
rwk_mkhz_102521.xmi	1896	1890	mkhz.badener	Undefined	Undefined	no	Anzeige
rwk_mkhz_10262-1.xmi	1896	1890	mkhz.badener	Ein bissiger Fuchs. Verzeichniß	Undefined	no	Nachrichten
rwk_mkhz_10267-1.xmi	1898	1890	mkhz.badener	Zweitheilung Böhmens.	Undefined	no	Kommentar
rwk_mkhz_10287-1.xmi	1898	1890	mkhz.badener	Herabsetzungderhohen Kohlentarifeder Südbahn.100.000Kronen Deutscher Schulverein.Zähne	Undefined	no	Nachrichten
rwk_mkhz_102901.xmi	1898	1890	mkhz.badener	Undefined	X.	no	Kommentar
rwk_mkhz_103431.xmi	1892	1890	mkhz.maehrisches	Die Cholerain Oesterreich.Die Cholerain Budapest.Die Cholerain Hamburg.	Undefined	no	Nachrichten
rwk_mkhz_10346-1.xmi	1892	1890	mkhz.maehrisches	Feigling!	Geller, Oscar	yes	Erzähltext
rwk_mkhz_103511.xmi	1892	1890	mkhz.maehrisches	(Zur Bürgermeisterwahl.)(Personales.)(Auszeichnung.)(Ausdem Stadtverordneten-Collegium.)	Undefined	no	Nachrichten
rwk_mkhz_10352-1.xmi	1892	1890	mkhz.maehrisches	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_103571.xmi	1892	1890	mkhz.maehrisches	„Der Zigeunerbaron“. Operette in 3 Acten von Johann Strauß.	Undefined	no	Rezension
rwk_mkhz_103781.xmi	1893	1890	mkhz.maehrisches	(Zur Bildungeinerneuen Majorität.)(Die Trinkgelderpolitikder Polen)(Diedeutsche Militärvorlage.)	Undefined	no	Nachrichten
rwk_mkhz_10379-1.xmi	1893	1890	mkhz.maehrisches	Kriegsminister Frh. v. Bauer†.	Undefined	no	Unsure
rwk_mkhz_10409-1.xmi	1893	1890	mkhz.maehrisches	Paulla. Capriccio von Norbert Falck.	Falck, Norbert	yes	Erzähltext
rwk_mkhz_10423-1.xmi	1894	1890	mkhz.maehrisches	Die Vorgänge in der letzten Sitzung des Wiener Gemeinderathes. Ein Zwischenfall im Berliner Reichstage. Die Jinanzen Italiens. Die Unruhen in Italien	Undefined	no	Nachrichten
rwk_mkhz_104711.xmi	1896	1890	mkhz.maehrisches	Die Vicebürgermeisterwahlin Wien.Blutiger Zusammenstoßzwischen Arbeiternund Geudarmen.	Undefined	no	Nachrichten
rwk_mkhz_10540-1.xmi	1898	1890	mkhz.maehrisches	Der alte Holtei.	Undefined	no	Unsure
rwk_mkhz_10554-1.xmi	1898	1890	mkhz.maehrisches	Undefined	Undefined	no	Rezension
rwk_mkhz_1071.xmi	1870	1870	mkhz.arbeitgeber	Vermischtes	Undefined	no	Nachrichten
rwk_mkhz_11021-1.xmi	1916	1910	mkhz.badener	—Fronleichnamsfest.—Personalnachricht.—Ein ehrendes Wort.—Vom Badener Kurorchester.—Kunstverein in Baden.—Wohltätigkeitsvorstellung.—Großes Kriegsfürsorge-Parkfest in Baden.—K.k. Gesellschaft vom weißen Kreuze.—Der Plan der neuen Roten Kreuz Lose.—Zur Mehlversorgung der Stadt Baden.—Mädchen-Lyzeum.—Herzliche Bitte der„Kinderfürsorge“.—Zur Mehlabgabe.—Vom Konsumentenverein.—Die Reichsorganisation der Hausfrauen Oesterreichs—Trabrennen in Baden.—Postverkehr mit Griechenland.	Undefined	no	Nachrichten
rwk_mkhz_11025-1.xmi	1916	1910	mkhz.badener	Die Erörterung über die Friedensziele in Deutschland.	Undefined	no	Kommentar
rwk_mkhz_11030-1.xmi	1916	1910	mkhz.badener	Undefined	Dr. B.	no	Reportage
rwk_mkhz_110351.xmi	1916	1910	mkhz.badener	—Auszeichnug.—Bezirkshauptmann Freiherrvon Czekelius†.—Todesfälle.—Konzertzu Gunstendes Roten Kreuzes.	Undefined	no	Nachrichten
rwk_mkhz_11036-1.xmi	1916	1910	mkhz.badener	—Altwiener Dosenstücke.—Vom Badener Kurorchester.—40 Jahre treuer Dienste.—Was auf den Tisch kommen darf.—Die schnellsten Züge Deutschlands.—Generalversammlung.—Erhöhung der Rechnungsstempel.—Briefpostverkehr nach Griechenland.—Die Reichsorganisation der Hausfrauen Oesterreichs	A.K.	no	Rezension
rwk_mkhz_11037-1.xmi	1916	1910	mkhz.badener	Berndorf. Heiligenkrenz. Mödling. Vöslan.	Undefined	no	Nachrichten
rwk_mkhz_11037-2.xmi	1916	1910	mkhz.badener	Berndorf. Heiligenkrenz. Mödling. Vöslan.	Undefined	no	Nachrichten
rwk_mkhz_110421.xmi	1910	1910	mkhz.czernowitzer	Telegraphische Kurse vom 23. Mai 1910. Amtlicher Kurs- und Marktbericht der Czernowitzer Frucht-und Produktenbörse. Telegr. Handelsbericht vom  23. Mai 1910. Effekten- und Wechselkurse der Wiener Börse	Undefined	no	Nachrichten
rwk_mkhz_11060-1.xmi	1910	1910	mkhz.czernowitzer	Schwurgericht.	Undefined	no	Nachrichten
rwk_mkhz_110691.xmi	1910	1910	mkhz.czernowitzer	Schiffsuntergang. Arbeiterbewegung. Kleine Rundschau.	Undefined	no	Nachrichten
rwk_mkhz_11087-1.xmi	1911	1910	mkhz.czernowitzer	Die Verwaltungsreform.	Undefined	no	Kommentar
rwk_mkhz_11094-1.xmi	1911	1910	mkhz.czernowitzer	Personalnachricht. Der Nachfolger Prof. Dr. Friedwagners. Von der Staatsanwaltschaft. Gerichtliches. Militärisches. Aus dem Magistrate. Todesfall. Die Offiziere des 22. Landwehrinfanterieregimentes beim Korpsoffiziersbestschießen in Lemberg. Zur Meuterei im Garnisonsgefängnisse. Von der Volksküche. Bahnverkehr Karlsberg—Putna. Holzlieferungsausschreibung.	Undefined	no	Nachrichten
rwk_mkhz_110951.xmi	1911	1910	mkhz.czernowitzer	Geschworenenauslosung.	Undefined	no	Nachrichten
rwk_mkhz_110961.xmi	1911	1910	mkhz.czernowitzer	Von der Frucht-und Produktenbörse. Verkauf von Spiritus in Galizien und der Bukowina. Fünftägige Lagergeldfreiheit für Zuckerrüben bei der Aufgabe.	Undefined	no	Nachrichten
rwk_mkhz_111031.xmi	1911	1910	mkhz.czernowitzer	Dasdeutsch-russische Abkommenperfekt.Der Stillstandinden Marokko-verhandlungen.	Undefined	no	Nachrichten
