file	year	decade	source	title	author	fictional	text_type
rwk_mkhz_111071.xmi	1911	1910	mkhz.czernowitzer	Kammermusikabend. Repertoir des Stadttheaters. Konzertanzeiger.	Undefined	no	Nachrichten
rwk_mkhz_111101.xmi	1911	1910	mkhz.czernowitzer	Wiener Börse. Telegr. Handelsbericht vom 21. Oktober 1911. Essekten-und Wechselkurse der Wiener Börse Amtlicher Kurs-und Marktbericht der Czernowitzer Frucht-und Produktenbörse.	Undefined	no	Nachrichten
rwk_mkhz_111191.xmi	1912	1910	mkhz.czernowitzer	Wiener Börse. Wiener Bank-Verein, Filiale Czernowitz. Telegraphischer Kursbericht. Telegr.Handelsbericht vom18. Jänner 1912. Effekten-und Wechselkurse der Wiener Börse Amtlicher Kurs-und Marktbericht der Czernowitzer Frucht-und Produktenbörse.	Undefined	no	Nachrichten
rwk_mkhz_11131-1.xmi	1912	1910	mkhz.czernowitzer	Schlechtes Wetter.	W.A.	no	Kommentar
rwk_mkhz_11144-1.xmi	1912	1910	mkhz.czernowitzer	Die Abreise der rumänischen Königin aus Constantza. Aviatik. Die Wiener Flugwoche. Das Mißgeschick Zeppelins. KB. Jean Jacques Rouffeau. KB. Streik. KB. Kleine Rundschau.	Undefined	no	Nachrichten
rwk_mkhz_11168-1.xmi	1912	1910	mkhz.czernowitzer	Zigeunerstreiche.	Undefined	no	Unsure
rwk_mkhz_128-1.xmi	1877	1870	mkhz.arbeitgeber	Neue Erfindungen. Patentliste. Amerika.	Undefined	no	Kommentar
rwk_mkhz_13661.xmi	1852	1850	mkhz.auswandererzeitung	Die Auswanderung aus China.	Undefined	no	Reportage
rwk_mkhz_13741.xmi	1850	1850	mkhz.bayerische	Schwurgerichtsverhandlungen.	Undefined	no	Kommentar
rwk_mkhz_140-1.xmi	1877	1870	mkhz.arbeitgeber	Die Betheiligung der Arbeiter am Gewinn. Neue Erfindungen. Verschiedenes. Patentliste.	Undefined	no	Nachrichten
rwk_mkhz_1436-1.xmi	1850	1850	mkhz.bayerische	Landtagsverhandlungen. Deutschland. Italien.	Undefined	no	Kommentar
rwk_mkhz_14401.xmi	1850	1850	mkhz.bayerische	Eichenstammholzversteigerung im Spessart. Fremden-Anzeige. Gestorbene.	Undefined	no	Anzeige
rwk_mkhz_1458-1.xmi	1850	1850	mkhz.bayerische	Die Krise im Kanton Bern. Landtagsverhandlungen. Deutschland. Dänemark. Frankreich.	Undefined	no	Reportage
rwk_mkhz_1536-1.xmi	1850	1850	mkhz.bayerische	Landtagsverhandlungen. Deutschland. England.	Undefined	no	Reportage
rwk_mkhz_1556-1.xmi	1850	1850	mkhz.bayerische	Das Uebel der Zeit. (Schluß.)	Thiers	no	Reportage
rwk_mkhz_1640-1.xmi	1850	1850	mkhz.bayerische	Undefined	Undefined	no	Kommentar
rwk_mkhz_17-1.xmi	1870	1870	mkhz.arbeitgeber	Dienstbotennoth.	Undefined	no	Kommentar
rwk_mkhz_1710-1.xmi	1850	1850	mkhz.bayerische	Kurfürstenthum Hessen. ( Fortsetzung. ) Louis Philipp. Die Ereignisse in Kurhessen. Schleswig-holsteinische Angelegenheiten. Deutschland. Italien. Portugal.	Undefined	no	Kommentar
rwk_mkhz_178-1.xmi	1871	1870	mkhz.augsburg	Undefined	Undefined	no	Nachrichten
rwk_mkhz_1785-1.xmi	1850	1850	mkhz.bayerische	Undefined	Undefined	no	Nachrichten
rwk_mkhz_182-1.xmi	1871	1870	mkhz.augsburg	Undefined	Undefined	no	Nachrichten
rwk_mkhz_18321.xmi	1850	1850	mkhz.bayerische	Vermischte Nachrichten.	Undefined	no	Kommentar
rwk_mkhz_20003-1.xmi	1883	1880	mkhz.stgaller	—Regierungsraths-Verhandlungen.—Stickerei.—Tieferlegung des Bodensees.—Rorschach.—Grub.—Oberhelfenschwil.	Undefined	no	Nachrichten
rwk_mkhz_200131.xmi	1885	1880	mkhz.stgaller	Der Krieg im Balkan.—Sofia, 28. Nov.—Belgrad, 30. Nov.	Undefined	no	Nachrichten
rwk_mkhz_200221.xmi	1886	1880	mkhz.stgaller	—„Schweizerisch-Polen.“—Viehversicherung.—Der Kapitalismus	Undefined	no	Kommentar
rwk_mkhz_200241.xmi	1886	1880	mkhz.stgaller	Luzern. Uri. Schwyz. Zug. Solothurn. Basel. Schaffhausen. Graubündeu. Tessin. Waadt.	Undefined	no	Nachrichten
rwk_mkhz_200361.xmi	1886	1880	mkhz.stgaller	—Mittel gegen den widerlichen Geruch des Stockfisches.—Vom Tode überrascht.—Die geküßte Prinzessin.—Schreckensthat eines Blödsinnigen.	Undefined	no	Nachrichten
rwk_mkhz_200381.xmi	1887	1880	mkhz.stgaller	—Hebung des Zuchtstierwesens.—Lütisburg.—Bollingen.	Undefined	no	Nachrichten
rwk_mkhz_20044-1.xmi	1887	1880	mkhz.stgaller	Undefined	Undefined	no	Nachrichten
rwk_mkhz_20049-1.xmi	1888	1880	mkhz.stgaller	—Holländische Kriegsdienste.—Landsturm.	Undefined	no	Nachrichten
rwk_mkhz_20076-1.xmi	1890	1890	mkhz.stgaller	Zürich.Bern.Luzern.Schwyz.Nidwalden.Aargau.Thurgan.Baselland.	Undefined	no	Nachrichten
rwk_mkhz_200811.xmi	1890	1890	mkhz.stgaller	—Rheindurchstich.—*Wittenbach.	Undefined	no	Nachrichten
rwk_mkhz_20082-1.xmi	1890	1890	mkhz.stgaller	Zürich. Uri. Schwyz. Glarns. Graubünden. Tessiu.	Undefined	no	Nachrichten
rwk_mkhz_200841.xmi	1890	1890	mkhz.stgaller	—Der ehrliche Finder.	Undefined	no	Nachrichten
rwk_mkhz_200901.xmi	1891	1890	mkhz.stgaller	Deutsches Reich. Frankreich. Oesterreich-Ungarn. Italien. Spanien. Türkei.	Undefined	no	Nachrichten
rwk_mkhz_201071.xmi	1892	1890	mkhz.stgaller	Oesterreich-Ungarn. Rußland.	Undefined	no	Nachrichten
rwk_mkhz_20112-1.xmi	1892	1890	mkhz.stgaller	Zweites offenes Wort an den leitenden Ausschuß der konservativen Partei des Kantons St.Gallen.(Schluß.)	Undefined	no	Kommentar
rwk_mkhz_20154-1.xmi	1896	1890	mkhz.stgaller	Bundesrat.—Internationale Taubstummenkonferenz.	Undefined	no	Nachrichten
rwk_mkhz_20156-1.xmi	1896	1890	mkhz.stgaller	Zürich. Bern. Luzern. Glarus. Graubünden. Schaffhausen. Waadt. Wallis. Genf.	Undefined	no	Nachrichten
rwk_mkhz_201651.xmi	1897	1890	mkhz.stgaller	Kalender-Litteratur	Lampert, U. Dr. jur.	no	Unsure
rwk_mkhz_204801.xmi	1911	1910	mkhz.marburger	Schaubühne.	Undefined	no	Rezension
rwk_mkhz_20485-1.xmi	1911	1910	mkhz.marburger	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_20496-1.xmi	1912	1910	mkhz.marburger	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_20508-1.xmi	1912	1910	mkhz.marburger	Eine deutschradikale Verwahrung.	Undefined	no	Kommentar
rwk_mkhz_205611.xmi	1913	1910	mkhz.marburger	Gattin und Tochter vergiftet.	Undefined	no	Nachrichten
rwk_mkhz_20565-1.xmi	1914	1910	mkhz.marburger	Die Arbeitslosenfürsorge.	Undefined	no	Reportage
rwk_mkhz_205731.xmi	1914	1910	mkhz.marburger	Eineverhängnisvolle Bestimmung.	Undefined	no	Reportage
rwk_mkhz_205841.xmi	1914	1910	mkhz.marburger	Undefined	Undefined	no	Nachrichten
rwk_mkhz_20588-1.xmi	1914	1910	mkhz.marburger	Verein Frauenhilfe. Die Hilfsbereitschaft der Marburger Bevölkerung Unterhaltsbeitrag für Angehörige von Mobilisierten. Maßnahmen zur Sicherung der Ernte und Wintersaaten. Der Verkauf von Mehl, Reis und Zucker. „Verlustträger gesucht“. Trauungen. Todesfälle. Ausmusterung des letzten Kadettenjahrganges. Dank von Reservisten. Radfahrer, Für arme Angehörige eingerückter Reservisten. Von der Gemeindesparkasse. Die Preissteigerung bei den Spezeristen.	Undefined	no	Nachrichten
rwk_mkhz_216-1.xmi	1871	1870	mkhz.augsburg	Telegraphische Berichte. Die bayerische Gebietsvergrößerung. Deutsches Reich. Oesterreichisch	Undefined	no	Nachrichten
rwk_mkhz_2181.xmi	1871	1870	mkhz.augsburg	Undefined	Undefined	no	Nachrichten
rwk_mkhz_231-1.xmi	1871	1870	mkhz.augsburg	Das Französische im neuen Deutschen Reich. I. (Schluß. )	Undefined	no	Reportage
rwk_mkhz_243-1.xmi	1871	1870	mkhz.augsburg	Faustina. „Faustina,“ Drama in fünf Acten von Ada Christen. Wien 1871. Verlag von J. Dirnböcks Buchhandlung. Moritz v. Schwind.III(Schluß.)	Undefined	no	Rezension
rwk_mkhz_24601.xmi	1845	1840	mkhz.chronik	Undefined	Undefined	no	Kommentar
rwk_mkhz_2477-1.xmi	1845	1840	mkhz.chronik	Privat-Anzeigen.	Undefined	no	Anzeige
rwk_mkhz_248-1.xmi	1871	1870	mkhz.augsburg	Undefined	Undefined	no	Kommentar
rwk_mkhz_2500-1.xmi	1845	1840	mkhz.chronik	Die Giftmischerin Chr. Ruthardt und das hoch nothpeinliche Halsgericht.	Undefined	yes	Erzähltext
rwk_mkhz_2551.xmi	1871	1870	mkhz.augsburg	Industrie, Handel und Verkehr	Undefined	no	Nachrichten
rwk_mkhz_2557-1.xmi	1845	1840	mkhz.chronik	Undefined	Undefined	no	Erzähltext
rwk_mkhz_2562-1.xmi	1845	1840	mkhz.chronik	Privat-Anzeigen.	Undefined	no	Anzeige
rwk_mkhz_2735-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2739-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2740-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_27541.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2756-1.xmi	1905	1900	mkhz.europa	Der Intellekt in der Religion.	Kalthoff, A. Dr.	no	Reportage
rwk_mkhz_2757-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Rezension
rwk_mkhz_2767-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Reportage
rwk_mkhz_27691.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Rezension
rwk_mkhz_27761.xmi	1905	1900	mkhz.europa	Renaissance innerlicher Kultur.	Wille, Bruno	no	Reportage
rwk_mkhz_2778-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_27811.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Reisebericht/Brief
rwk_mkhz_2787-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Rezension
rwk_mkhz_2789-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Reportage
rwk_mkhz_27991.xmi	1905	1900	mkhz.europa	Kaiser Tamburini.	Undefined	no	Unsure
rwk_mkhz_2802-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Reportage
rwk_mkhz_28031.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_28041.xmi	1905	1900	mkhz.europa	Meunier.	Schur, Ernest 	no	Kommentar
rwk_mkhz_28081.xmi	1905	1900	mkhz.europa	H.v. Budde	Michalski, Heinrich 	no	Reisebericht/Brief
rwk_mkhz_2810-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2812-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2815-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Reportage
rwk_mkhz_2816-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2843-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2843-2.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2847-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2848-1.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_2848-2.xmi	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar
rwk_mkhz_28501.xmi	1905	1900	mkhz.europa	Der Despot von Kryghyn	Roda, Roda	yes	Erzähltext
rwk_mkhz_3132-1.xmi	1855	1850	mkhz.maerkische	Undefined	Undefined	no	Kommentar
rwk_mkhz_31621.xmi	1850	1850	mkhz.maerkische	Sprechsaal Gemeindeangelegenheiten.	Undefined	no	Kommentar
rwk_mkhz_3246-1.xmi	1850	1850	mkhz.maerkische	Undefined	Undefined	no	Nachrichten
rwk_mkhz_3284-1.xmi	1851	1850	mkhz.maerkische	Bekanntmachung.Bekanntmachung.Aufgebot.Königl.Kreisgerichts	Undefined	no	Anzeige
rwk_mkhz_32971.xmi	1851	1850	mkhz.maerkische	Vermischte Nachrichten.	Undefined	no	Nachrichten
rwk_mkhz_33411.xmi	1851	1850	mkhz.maerkische	Undefined	Undefined	no	Nachrichten
rwk_mkhz_34691.xmi	1848	1840	mkhz.mainzerjournal	Geld- und Wechselcourse.	Undefined	no	Nachrichten
rwk_mkhz_3552-1.xmi	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten
rwk_mkhz_35561.xmi	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Kommentar
rwk_mkhz_36021.xmi	1848	1840	mkhz.mainzerjournal	Geld- und Wechselcourse.	Undefined	no	Nachrichten
rwk_mkhz_362-1.xmi	1848	1840	mkhz.auswanderer	Zweite Expedition nach dem Llano und San Saba. (Schluß.)	Undefined	no	Reisebericht/Brief
rwk_mkhz_36371.xmi	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten
rwk_mkhz_36981.xmi	1848	1840	mkhz.mainzerjournal	Das russische Heer in Polen.	Undefined	no	Nachrichten
rwk_mkhz_372-1.xmi	1847	1840	mkhz.auswanderer	Fragmente aus Briefen.	Undefined	no	Reisebericht/Brief
rwk_mkhz_3759-1.xmi	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten
rwk_mkhz_3809-1.xmi	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Kommentar
rwk_mkhz_38131.xmi	1848	1840	mkhz.mainzerjournal	Geld- und Wechselcourse.	Undefined	no	Anzeige
rwk_mkhz_39091.xmi	1848	1840	mkhz.mainzerjournal	Geld- und Wechselcourse.	Undefined	no	Anzeige
rwk_mkhz_39291.xmi	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten
rwk_mkhz_39521.xmi	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten
rwk_mkhz_41311.xmi	1849	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten
rwk_mkhz_4142-1.xmi	1849	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Kommentar
rwk_mkhz_4299-1.xmi	1849	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten
rwk_mkhz_4304-1.xmi	1849	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Kommentar
rwk_mkhz_4387-1.xmi	1856	1850	mkhz.morgenblatt	Undefined	Undefined	no	Reisebericht/Brief
rwk_mkhz_45191.xmi	1856	1850	mkhz.morgenblatt	Undefined	Undefined	yes	Unsure
rwk_mkhz_4555-1.xmi	1856	1850	mkhz.morgenblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_4561-1.xmi	1856	1850	mkhz.morgenblatt	Undefined	Undefined	no	Reisebericht/Brief
rwk_mkhz_501.xmi	1870	1870	mkhz.arbeitgeber	Undefined	Undefined	no	Nachrichten
rwk_mkhz_5010-1.xmi	1843	1840	mkhz.pfennig	Undefined	Undefined	no	Reportage
rwk_mkhz_50241.xmi	1843	1840	mkhz.pfennig	Mittelgegen das Nasenbluten.	Undefined	no	Reportage
rwk_mkhz_50981.xmi	1843	1840	mkhz.pfennig	Undefined	Undefined	no	Reportage
rwk_mkhz_5102-1.xmi	1843	1840	mkhz.pfennig	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_5150-1.xmi	1843	1840	mkhz.pfennig	Der heilbringende Säbel. (Fortsetzung aus Nr.24.)	Undefined	yes	Erzähltext
rwk_mkhz_51691.xmi	1843	1840	mkhz.pfennig	Seltsames Ereigniss.	Undefined	no	Nachrichten
rwk_mkhz_52351.xmi	1843	1840	mkhz.pfennig	Die Schminke	Undefined	no	Reportage
rwk_mkhz_5285-1.xmi	1843	1840	mkhz.pfennig	Die Insel Hongkong.	Undefined	no	Reisebericht/Brief
rwk_mkhz_54541.xmi	1854	1850	mkhz.pfennig	Von der Jagd im Alterthume.	Undefined	yes	Reportage
rwk_mkhz_55101.xmi	1855	1850	mkhz.pfennig	Das Zwingli-Denkmal bei Cappel.	Undefined	no	Reportage
rwk_mkhz_5520-1.xmi	1855	1850	mkhz.pfennig	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_55231.xmi	1855	1850	mkhz.pfennig	Hector Berlioz.	Undefined	no	Biographie
rwk_mkhz_55441.xmi	1855	1850	mkhz.pfennig	Der Hausen oder große Stör.	Undefined	no	Reportage
rwk_mkhz_55661.xmi	1855	1850	mkhz.pfennig	Undefined	Undefined	no	Reportage
rwk_mkhz_582-1.xmi	1847	1840	mkhz.auswanderer	Undefined	Undefined	no	Kommentar
rwk_mkhz_58261.xmi	1873	1870	mkhz.social	Der Polenflüchtling.	Lenau, Nicolaus	yes	Erzähltext
rwk_mkhz_5840-1.xmi	1873	1870	mkhz.social	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_58481.xmi	1873	1870	mkhz.social	Undefined	Undefined	no	Unsure
rwk_mkhz_58491.xmi	1873	1870	mkhz.social	Undefined	Undefined	no	Unsure
rwk_mkhz_58621.xmi	1873	1870	mkhz.social	Englische Prdeiger und Landarbeiter.	Undefined	no	Reisebericht/Brief
rwk_mkhz_58781.xmi	1873	1870	mkhz.social	Disputation. Aus den 'Hebräischen Melodien'.	Heine, Heinrich	yes	Erzähltext
rwk_mkhz_58791.xmi	1873	1870	mkhz.social	Disputation	Heine, Heinrich	yes	Erzähltext
rwk_mkhz_58851.xmi	1873	1870	mkhz.social	Grundsätze, die durch die Konstitution gesichert sind.	Undefined	no	Nachrichten
rwk_mkhz_5893-1.xmi	1873	1870	mkhz.social	Die Frauenarbeit in Fabriken und die Auflösung der Familie.	Undefined	no	Reportage
rwk_mkhz_5928-1.xmi	1874	1870	mkhz.social	Undefined	Undefined	no	Erzähltext
rwk_mkhz_593-1.xmi	1847	1840	mkhz.auswanderer	Verordnung über Einwanderung.	Undefined	no	Nachrichten
rwk_mkhz_5958-1.xmi	1874	1870	mkhz.social	Undefined	Undefined	no	Kommentar
rwk_mkhz_59641.xmi	1874	1870	mkhz.social	Undefined	Freiligrath, Ferdinand 	no	Unsure
rwk_mkhz_5998-1.xmi	1874	1870	mkhz.social	Zehntes Kapitel. Erziehung.	Undefined	no	Reportage
rwk_mkhz_60121.xmi	1874	1870	mkhz.social	Ein bekehrter Pfaffe	Undefined	no	Erzähltext
rwk_mkhz_6047-1.xmi	1874	1870	mkhz.social	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_60521.xmi	1874	1870	mkhz.social	Undefined	Undefined	no	Reportage
rwk_mkhz_60781.xmi	1874	1870	mkhz.social	Reise nach Ikarien	Cabet, Etienne	no	Reportage
rwk_mkhz_6081-1.xmi	1874	1870	mkhz.social	Undefined	Undefined	no	Reportage
rwk_mkhz_6109-1.xmi	1868	1860	mkhz.sonntagsblatt	Präsident Andrew Johnson und General Philipp H.Sheridan. (Schluß.)	Undefined	no	Reisebericht/Brief
rwk_mkhz_6115-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Unsure
rwk_mkhz_6126-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_6130-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Biographie
rwk_mkhz_6131-1.xmi	1868	1860	mkhz.sonntagsblatt	Lose Blätter.	Undefined	no	Nachrichten
rwk_mkhz_6147-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Biographie
rwk_mkhz_6166-1.xmi	1868	1860	mkhz.sonntagsblatt	Der Kamaschenteufel. Mein gewichtiger Landesvater.	Undefined	no	Unsure
rwk_mkhz_6177-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_6186-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_6190-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_62-1.xmi	1870	1870	mkhz.arbeitgeber	Beilage zum Arbeitgeber No. 676.	Undefined	no	Anzeige
rwk_mkhz_6205-1.xmi	1868	1860	mkhz.sonntagsblatt	Eine Heirath auf Wechsel	Undefined	yes	Erzähltext
rwk_mkhz_6260-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Erzähltext
rwk_mkhz_6260-2.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Kommentar
rwk_mkhz_6262-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_6263-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_6269-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_6274-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_62771.xmi	1868	1860	mkhz.sonntagsblatt	Die blutige Maria	Mühlfeld, Julius	no	Unsure
rwk_mkhz_6281-1.xmi	1868	1860	mkhz.sonntagsblatt	Das Shakespeare-Jubiläum zu Stratford.	Hiltl, George	yes	Erzähltext
rwk_mkhz_6288-2.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Kommentar
rwk_mkhz_6294-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_6305-1.xmi	1868	1860	mkhz.sonntagsblatt	Zur Geschichte des Ringes. (Schluß.)	Undefined	no	Reportage
rwk_mkhz_6319-1.xmi	1869	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext
rwk_mkhz_63231.xmi	1869	1860	mkhz.sonntagsblatt	Die Kanone als Civilisationsmittel.	Undefined	no	Reportage
rwk_mkhz_6338-1.xmi	1868	1860	mkhz.sonntagsblatt	Die Lumpen und ihre Bedeutung.	Stumpff, Julius	no	Kommentar
rwk_mkhz_6347-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_6351-2.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_6360-1.xmi	1868	1860	mkhz.sonntagsblatt	Folgen einer Bedientenklatscherei: Aus den Erinnerungen des Lakaien Ferard. (Fortsetzung.)	Undefined	yes	Erzähltext
rwk_mkhz_6361-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reisebericht/Brief
rwk_mkhz_6367-1.xmi	1869	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Erzähltext
rwk_mkhz_6376-1.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Kommentar
rwk_mkhz_63901.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_6396-1.xmi	1868	1860	mkhz.sonntagsblatt	Der Champignon.	Kummer, B.	no	Reportage
rwk_mkhz_6396-2.xmi	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage
rwk_mkhz_6563-1.xmi	1850	1850	mkhz.wiener	Oesterreich. Wien.	Undefined	no	Nachrichten
rwk_mkhz_75-1.xmi	1870	1870	mkhz.arbeitgeber	Undefined	Undefined	no	Nachrichten
rwk_mkhz_890-1.xmi	1852	1850	mkhz.auswandererzeitung	Undefined	Undefined	no	Nachrichten
rwk_mkhz_96-1.xmi	1870	1870	mkhz.arbeitgeber	Undefined	Undefined	no	Anzeige
