file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	dialect	perspective	quotes
rwk1_digbib_1223-3.xmi	uranus	Hofmannsthal,_Hugo_von_Reitergeschichte.tg361_1.xml	1899	1890	digbib	Reitergeschichte	Hofmannsthal, Hugo von	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_1225-2.xmi	uranus	Holz,_Arno_Ein_Tod.tg457_1.xml	1889	1880	digbib	Ein Tod	Holz, Arno	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1230-1.xmi	uranus	Jahn,_Ulrich_13__Hans_Wunderlich.tg39_1.xml	1891	1890	digbib	13. Hans Wunderlich	Jahn, Ulrich	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1313-1.xmi	uranus	Janitschek,_Maria_Elias.tg66_1.xml	1897	1890	digbib	Elias	Janitschek, Maria	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_1321-1.xmi	uranus	Janitschek,_Maria_Liebeswunder.tg69_1.xml	1900	1900	digbib	Liebeswunder	Janitschek, Maria	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1328-3.xmi	uranus	Jensen,_Wilhelm_Gradiva.tg4_1.xml	1903	1900	digbib	Gradiva	Jensen, Wilhelm	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_1328-4.xmi	uranus	Jensen,_Wilhelm_Gradiva.tg4_1.xml	1903	1900	digbib	Gradiva	Jensen, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1329-3.xmi	uranus	Keller,_Gottfried_Das_Faehnlein_der_sieben_Aufrechten.tg823_1.xml	1860	1860	digbib	Das Fähnlein der sieben Aufrechten	Keller, Gottfried	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1330-3.xmi	uranus	Keller,_Gottfried_Das_Sinngedicht.tg830_1.xml	1882	1880	digbib	Das Sinngedicht	Keller, Gottfried	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_1340-1.xmi	uranus	Keller,_Gottfried_Kleider_machen_Leute.tg808_1.xml	1874	1870	digbib	Kleider machen Leute	Keller, Gottfried	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1342-2.xmi	uranus	Keller,_Gottfried_Romeo_und_Julia_auf_dem_Dorfe.tg803_1.xml	1856	1850	digbib	Romeo und Julia auf dem Dorfe	Keller, Gottfried	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1345-3.xmi	uranus	Keyserling,_Eduard_von_Beate_und_Mareile.tg41_1.xml	1903	1900	digbib	Beate und Mareile	Keyserling, Eduard von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1346-1.xmi	uranus	Keyserling,_Eduard_von_Schwuele_Tage.tg53_1.xml	1904	1900	digbib	Schwüle Tage	Keyserling, Eduard von	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1368-1.xmi	uranus	Klabund_Leuchtet_Ihre_Uhr_des_Nachts.tg460_1.xml	1918	1910	digbib	Leuchtet Ihre Uhr des Nachts	Klabund	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1498-1.xmi	uranus	Kuhn,_Adalbert_17__Die_drei_Baelle.tg2671_1.xml	1859	1850	digbib	17. Die drei Bälle	Kuhn, Adalbert	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1525-1.xmi	uranus	Kuhn,_Adalbert_19__Der_N_berskrooch.tg25_1.xml	1843	1840	digbib	19. Der Nåberskrooch	Kuhn, Adalbert	yes	Erzähltext	yes	yes_DS	third	chevron none
rwk1_digbib_1867-1.xmi	uranus	Leskov,_Semenovic_Nikolaj_Der_Toupetkuenstler.tg60_1.xml	1883	1880	digbib	Der Toupetkünstler	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1869-3.xmi	uranus	Leskov,_Semenovic_Nikolaj_Die_Lady_Makbeth_des_Mzensker_Landkreises.tg27_1.xml	1865	1860	digbib	Die Lady Makbeth des Mzensker Landkreises	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1870-1.xmi	uranus	Leskov,_Semenovic_Nikolaj_Eine_Teufelsaustreibung.tg4_1.xml	1879	1870	digbib	Eine Teufelsaustreibung	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1872-1.xmi	uranus	Lichtenstein,_Alfred_Der_Freund.tg118_1.xml	1911	1910	digbib	Der Freund	Lichtenstein, Alfred	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_1885-1.xmi	uranus	Liliencron,_Detlev_von_Eine_Sommerschlacht.tg261_1.xml	1887	1880	digbib	Eine Sommerschlacht	Liliencron, Detlev von	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1885-2.xmi	uranus	Liliencron,_Detlev_von_Eine_Sommerschlacht.tg261_1.xml	1887	1880	digbib	Eine Sommerschlacht	Liliencron, Detlev von	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1887-1.xmi	uranus	Ludwig,_Otto_Die_Heiteretei_und_ihr_Widerspiel.tg64_1.xml	1857	1850	digbib	Die Heiteretei und ihr Widerspiel	Ludwig, Otto	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1892-2.xmi	uranus	Marlitt,_Eugenie_Die_zwoelf_Apostel.tg121_1.xml	1865	1860	digbib	Die zwölf Apostel	Marlitt, Eugenie	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1966-3.xmi	uranus	Meyer,_Conrad_Ferdinand_Angela_Borgia.tg421_1.xml	1891	1890	digbib	Angela Borgia	Meyer, Conrad Ferdinand	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1967-1.xmi	uranus	Meyer,_Conrad_Ferdinand_Das_Amulett.tg330_1.xml	1873	1870	digbib	Das Amulett	Meyer, Conrad Ferdinand	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1992-1.xmi	uranus	Meyrink,_Gustav_Der_Albino.tg90_1.xml	1913	1910	digbib	Der Albino	Meyrink, Gustav	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2013-1.xmi	uranus	Meyrink,_Gustav_Honni_soit__qui_mal_y_pense.tg38_1.xml	1913	1910	digbib	Honni soit, qui mal y mpense	Meyrink, Gustav	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2025-1.xmi	uranus	Meysenbug,_Malwida_Freiin_von_Der_Pfad_der_Aebtissin.tg8_1.xml	1907	1900	digbib	Der Pfad der Äbtissin	Meysenbug, Malwida Freiin von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2027-3.xmi	uranus	Meysenbug,_Malwida_Freiin_von_Zu_spaet.tg9_1.xml	1907	1900	digbib	Zu spät	Meysenbug, Malwida Freiin von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2028-3.xmi	uranus	Moellhausen,_Balduin_Die_Mandanenwaise.tg4_1.xml	1865	1860	digbib	Die Mandanenwaise	Möllhausen, Balduin	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_2030-1.xmi	uranus	Moerike,_Eduard_Die_Hand_der_Jezerte.tg267_1.xml	1853	1850	digbib	Die Hand der Jezerte	Mörike, Eduard	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2031-1.xmi	uranus	Moerike,_Eduard_Mozart_auf_der_Reise_nach_Prag.tg264_1.xml	1855	1850	digbib	Mozart auf der Reise nach Prag	Mörike, Eduard	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_2392-1.xmi	uranus	Muellenhoff,_Karl_608__Das_Maerchen_vom_Kupferberg__Silberberg_und_Goldberg.tg750_1.xml	1845	1840	digbib	608. Das Märchen vom Kupferberg, Silberberg und Goldberg	Müllenhoff, Karl	yes	Erzähltext	yes	yes	third	chevron
rwk1_digbib_2444-3.xmi	uranus	Mueller,_Robert_Irmelin_Rose.tg39_1.xml	1914	1910	digbib	Irmelin Rose	Müller, Robert	yes	Erzähltext	yes	no	third	none
rwk1_digbib_2445-1.xmi	uranus	Panizza,_Oskar_Aus_dem_Tagebuch_eines_Hundes.tg46_1.xml	1892	1890	digbib	Aus dem Tagebuch eines Hundes	Panizza, Oskar	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_2455-1.xmi	uranus	Panizza,_Oskar_Eine_Mondgeschichte.tg44_1.xml	1890	1890	digbib	Eine Mondgeschichte	Panizza, Oskar	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_2469-1.xmi	uranus	Poe,_Edgar_Allan_Die_Maske_des_roten_Todes.tg47_1.xml	1842	1840	digbib	Die Maske des roten Todes	Poe, Edgar Allan	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_2477-1.xmi	uranus	Poe,_Edgar_Allan_Von_Kempelen_und_seine_Entdeckung.tg61_1.xml	1849	1840	digbib	Von Kempelen und seine Entdeckung	Poe, Edgar Allan	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_2629-1.xmi	uranus	Reventlow,_Franziska_Graefin_zu_Das_feindselige_Gepaeck.tg96_1.xml	1917	1910	digbib	Das feindselige Gepäck	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	first_plural	undef
rwk1_digbib_2630-1.xmi	uranus	Reventlow,_Franziska_Graefin_zu_Das_graefliche_Milchgeschaeft.tg84_1.xml	1897	1890	digbib	Das gräfliche Milchgeschäft	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2996-1.xmi	uranus	Schnitzler,_Arthur_Casanovas_Heimfahrt.tg333_1.xml	1918	1910	digbib	Casanovas Heimfahrt	Schnitzler, Arthur	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_3003-1.xmi	uranus	Schnitzler,_Arthur_Der_Moerder.tg300_1.xml	1911	1910	digbib	Der Mörder	Schnitzler, Arthur	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_3038-1.xmi	uranus	Sealsfield,_Charles_Ein_Morgen_im_Paradiese.tg29_1.xml	1841	1840	digbib	Ein Morgen im Paradiese	Sealsfield, Charles	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3056-1.xmi	uranus	Sommer,_Emil_32__Moench.tg38_1.xml	1846	1840	digbib	32. Mönch	Sommer, Emil	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_3090-1.xmi	uranus	Sommer,_Emil_Pfingsten.tg96_1.xml	1846	1840	digbib	Pfingsten	Sommer, Emil	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_3111-1.xmi	uranus	Spiegel,_Karl_a__Die_Geiss_und_der_Baer.tg21_1.xml	1914	1910	digbib	a. Die Geiß und der Bär	Spiegel, Karl	yes	Erzähltext	yes	yes	third	chevron none
