file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	dialect	perspective	quotes
rwk1_digbib_1225-2.tsv	mars	Holz,_Arno_Ein_Tod.tg457_1.xml	1889	1880	digbib	Ein Tod	Holz, Arno	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1226-1.tsv	mars	Holz,_Arno_Papa_Hamlet.tg455_1.xml	1889	1880	digbib	Papa Hamlet	Holz, Arno	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1230-1.tsv	mars	Jahn,_Ulrich_13__Hans_Wunderlich.tg39_1.xml	1891	1890	digbib	13. Hans Wunderlich	Jahn, Ulrich	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1325-1.tsv	mars	Janitschek,_Maria_Poverino.tg56_1.xml	1897	1890	digbib	Poverino	Janitschek, Maria	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1328-1.tsv	mars	Jensen,_Wilhelm_Gradiva.tg4_1.xml	1903	1900	digbib	Gradiva	Jensen, Wilhelm	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_1328-2.tsv	mars	Jensen,_Wilhelm_Gradiva.tg4_1.xml	1903	1900	digbib	Gradiva	Jensen, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1329-1.tsv	mars	Keller,_Gottfried_Das_Faehnlein_der_sieben_Aufrechten.tg823_1.xml	1860	1860	digbib	Das Fähnlein der sieben Aufrechten	Keller, Gottfried	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1329-3.tsv	mars	Keller,_Gottfried_Das_Faehnlein_der_sieben_Aufrechten.tg823_1.xml	1860	1860	digbib	Das Fähnlein der sieben Aufrechten	Keller, Gottfried	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1340-1.tsv	mars	Keller,_Gottfried_Kleider_machen_Leute.tg808_1.xml	1874	1870	digbib	Kleider machen Leute	Keller, Gottfried	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1345-3.tsv	mars	Keyserling,_Eduard_von_Beate_und_Mareile.tg41_1.xml	1903	1900	digbib	Beate und Mareile	Keyserling, Eduard von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1364-1.tsv	mars	Klabund_Hoelderlin.tg468_1.xml	1918	1910	digbib	Hölderlin	Klabund	yes	Erzähltext	yes	no	first	none
