file	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	cabtokens	dialect	perspective	quotes
rwk_mkhz_3552-1.tsv	nn_mainzerjournal039_1848_2.xml	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten	no	737	no	first	german
rwk_mkhz_362-1.tsv	nn_auswanderer23_1848.txt_1.xml	1848	1840	mkhz.auswanderer	Zweite Expedition nach dem Llano und San Saba. (Schluß.)	Undefined	no	Reisebericht/Brief	yes	728	no	first	undef
rwk_mkhz_372-1.tsv	nn_auswanderer24_1847.txt_2.xml	1847	1840	mkhz.auswanderer	Fragmente aus Briefen.	Undefined	no	Reisebericht/Brief	yes	614	no	first	none
rwk_mkhz_3952-short.tsv	nn_mainzerjournal161_1848_3.xml	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten	yes	556	no	first	undef
rwk_mkhz_4544-1.tsv	nn_morgenblatt47_1856_17.xml	1856	1850	mkhz.morgenblatt	Empfang der Großherzogin Louise	Undefined	no	Reisebericht/Brief	no	586	no	first	undef
rwk_mkhz_4561-1.tsv	nn_morgenblatt48_1856_15.xml	1856	1850	mkhz.morgenblatt	Undefined	Undefined	no	Reisebericht/Brief	yes	591	no	first	undef
rwk_mkhz_5285-1.tsv	nn_pfennig038_1843_3.xml	1843	1840	mkhz.pfennig	Die Insel Hongkong.	Undefined	no	Reisebericht/Brief	yes	601	no	first	german
rwk_mkhz_5928-1.tsv	nn_social0702_1874_2.xml	1874	1870	mkhz.social	Undefined	Undefined	no	Erzähltext	no	586	no	first	dash german none
rwk_mkhz_5958-1.tsv	nn_social0704_1874_7.xml	1874	1870	mkhz.social	Undefined	Undefined	no	Kommentar	no	609	no	first	undef
rwk_mkhz_6047-1.tsv	nn_social1005_1874_6.xml	1874	1870	mkhz.social	Undefined	Undefined	yes	Erzähltext	yes	646	no	first	none
rwk_mkhz_6260-1.tsv	nn_sonntagsblatt18_1868_3.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Erzähltext	yes	600	no	first	german
rwk_mkhz_6260-2.tsv	nn_sonntagsblatt18_1868_3.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Kommentar	yes	557	no	first	undef
rwk_mkhz_6360-1.tsv	nn_sonntagsblatt32_1868_2.xml	1868	1860	mkhz.sonntagsblatt	Folgen einer Bedientenklatscherei: Aus den Erinnerungen des Lakaien Ferard. (Fortsetzung.)	Undefined	yes	Erzähltext	yes	606	no	first	german
rwk_mkhz_6376-1.tsv	nn_sonntagsblatt33_1868_5.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Kommentar	no	656	no	first	german
rwk_mkhz_917-1.tsv	nn_auswandererzeitung034_1852_3.xml	1852	1850	mkhz.auswandererzeitung	Briefauszüge	Undefined	no	Reisebericht/Brief	no	589	no	first	none
rwk_digbib_2629-1.tsv	Reventlow,_Franziska_Graefin_zu_Das_feindselige_Gepaeck.tg96_1.xml	1917	1910	digbib	Das feindselige Gepäck	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	582	no	first_plural	undef
rwk_digbib_2636-1.tsv	Reventlow,_Franziska_Graefin_zu_Die_Silberwanze.tg95_1.xml	1917	1910	digbib	Die Silberwanze	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	617	no	first_plural	chevron
rwk_grenz_10819-1.tsv	grenzboten_341833_157697.txt_32.xml	1881	1880	grenz	Lessingstudien.	Buchholz, Gustav 	no	Reportage	no	662	no	first_plural	german
rwk_grenz_10959-1.tsv	grenzboten_341833_157968.txt_26.xml	1881	1880	grenz	Hannovers Ende und Herr Meding. 	Meding, Oscar| Samarow, Gregor 	no	Rezension	yes	698	no	first_plural	german
rwk_grenz_1140-1.tsv	grenzboten_341561_276755.txt_49.xml	1848	1840	grenz	Der Wendepunkt der Revolution.	Undefined	no	Reportage	no	592	no	first_plural	undef
rwk_grenz_12200-1.tsv	grenzboten_341839_158199.txt_86.xml	1884	1880	grenz	Michael Munkacsy.	Rosenberg, Adolf 	no	Biographie	yes	590	no	first_plural	undef
rwk_grenz_12266-1.tsv	grenzboten_341841_194675.txt_54.xml	1885	1880	grenz	F.M.Dostojewsky.	Undefined	no	Rezension	no	615	no	first_plural	chevron
rwk_grenz_12289-1.tsv	grenzboten_341841_194675.txt_75.xml	1885	1880	grenz	Unpolitische Briefe aus Wien: 2. Unsre Dichter.	Undefined	no	Rezension	no	607	no	first_plural	german
rwk_grenz_13462-1.tsv	grenzboten_341847_202098.txt_75.xml	1888	1880	grenz	Ein böser Geist im heutigen England. 2. 	Undefined	no	Reportage	no	602	no	first_plural	none
rwk_grenz_13858-1.tsv	grenzboten_341849_204088.txt_94.xml	1889	1880	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Rezension	no	635	no	first_plural	none
rwk_grenz_14432-1.tsv	grenzboten_341851_208578.txt_32.xml	1890	1890	grenz	Die Rembrandt-Ausstellung im Berliner Kupferstichkabinet	Undefined	no	Rezension	no	588	no	first_plural	german
rwk_grenz_14699-1.tsv	grenzboten_341853_210512.txt_26.xml	1891	1890	grenz	Neues über Schleswig-Holstein	Undefined	no	Rezension	no	609	no	first_plural	german
rwk_grenz_15007-1.tsv	grenzboten_341855_211837.txt_66.xml	1892	1890	grenz	Die nächsten Aufgaben der christlichen Welt: Geschichtsphilosophische Gedanken 18(Schluß der ganzen Reihe)	Undefined	no	Reportage	no	578	no	first_plural	none
rwk_grenz_16351-1.tsv	grenzboten_341865_224245.txt_5.xml	1897	1890	grenz	Die Berliner Schillerpreisdramen	Undefined	no	Kommentar	no	615	no	first_plural	german
rwk_grenz_16588-1.tsv	grenzboten_341865_226231.txt_22.xml	1897	1890	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar	no	572	no	first_plural	undef
rwk_grenz_16828-1.tsv	grenzboten_341867_227635.txt_74.xml	1898	1890	grenz	Das deutsche Lied seit dem Tode Richard Wagners	Kretzschmar, Hermann 	no	Kommentar	no	574	no	first_plural	undef
rwk_grenz_18522-1.tsv	grenzboten_341877_239555.txt_66.xml	1903	1900	grenz	König Laurin	Undefined	no	Rezension	yes	585	no	first_plural	german none
rwk_grenz_1920-1.tsv	grenzboten_341568_92822.txt_38.xml	1850	1850	grenz	Aus Ungarn.	Undefined	no	Kommentar	no	599	no	first_plural	undef
rwk_grenz_200-1.tsv	grenzboten_341546_179712.txt_68.xml	1844	1840	grenz	Streifzüge im Norte	Undefined	no	Reportage	no	578	no	first_plural	undef
rwk_grenz_20988-1.tsv	grenzboten_341889_313702.txt_2.xml	1909	1900	grenz	Die politische Lage	Undefined	no	Kommentar	no	596	no	first_plural	german
rwk_grenz_2262-1.tsv	grenzboten_341570_345606.txt_58.xml	1851	1850	grenz	Wochenschau.	Undefined	no	Rezension	yes	586	no	first_plural	undef
rwk_grenz_23014-1.tsv	grenzboten_341899_329227.txt_19.xml	1914	1910	grenz	Weltwirtschaft und Weltkrieg: Gedanken über die Ursache des großen Krieges	Strahl, Richard Dr.jur.	no	Kommentar	no	573	no	first_plural	undef
rwk_grenz_23586-1.tsv	grenzboten_341903_330971.txt_10.xml	1916	1910	grenz	Erdkunde in den höheren Schulen	Offe, Hans Dr.	no	Kommentar	no	594	no	first_plural	undef
rwk_grenz_24-2.tsv	grenzboten_282160_266616.txt_30.xml	1842	1840	grenz	Erinnerungen und die Mittheilungen eines Landschaftsmalers	Koekkoek, B. C.	no	Reisebericht/Brief	yes	583	no	first_plural	german
rwk_grenz_24314-1.tsv	grenzboten_341909_335407.txt_54.xml	1919	1910	grenz	G. von Jagow's Buch	Undefined	no	Reportage	no	590	no	first_plural	german
rwk_grenz_24351-1.tsv	grenzboten_341909_335407.txt_88.xml	1919	1910	grenz	Pressestimmen	Undefined	no	Kommentar	no	616	no	first_plural	undef
rwk_grenz_2481-1.tsv	grenzboten_341573_94440.txt_5.xml	1852	1850	grenz	Wochenbericht.	Undefined	no	Rezension	yes	616	no	first_plural	undef
rwk_grenz_3019-1.tsv	grenzboten_341578_96706.txt_53.xml	1854	1850	grenz	Literaturgeschichte.	Undefined	no	Rezension	no	592	no	first_plural	undef
rwk_grenz_3157-1.tsv	grenzboten_341578_97779.txt_4.xml	1854	1850	grenz	Politische Broschüren.	Undefined	no	Kommentar	no	581	no	first_plural	german
rwk_grenz_3168-1.tsv	grenzboten_341578_97779.txt_5.xml	1854	1850	grenz	Wochenbericht.	Undefined	no	Kommentar	no	598	no	first_plural	undef
rwk_grenz_3493-1.tsv	grenzboten_341584_100992.txt_2.xml	1856	1850	grenz	Freiherr von Stein.	Undefined	no	Rezension	no	587	no	first_plural	german
rwk_grenz_3867-1.tsv	grenzboten_341586_103666.txt_43.xml	1857	1850	grenz	Ein Gang durch Triest.	Undefined	no	Kommentar	no	626	no	first_plural	undef
rwk_grenz_4101-1.tsv	grenzboten_341588_105276.txt_68.xml	1858	1850	grenz	Literatur	Undefined	no	Rezension	no	559	no	first_plural	german
rwk_grenz_4978-1.tsv	grenzboten_341793_111431.txt_10.xml	1861	1860	grenz	Goethe und Kaulbach.	Undefined	no	Rezension	no	615	no	first_plural	german
rwk_grenz_517-1.tsv	grenzboten_341548_271260.txt_4.xml	1845	1840	grenz	Royer-Collard.	Undefined	no	Reportage	yes	589	no	first_plural	undef
rwk_grenz_5375-1.tsv	grenzboten_341795_114313.txt_46.xml	1862	1860	grenz	Die deutsche Flotte vor der Marinecomimssion des Abgeordnetenhauses.	Undefined	no	Kommentar	no	563	no	first_plural	undef
rwk_grenz_5382-1.tsv	grenzboten_341795_114313.txt_52.xml	1862	1860	grenz	Bulgarische Zustände.	Undefined	no	Kommentar	no	580	no	first_plural	undef
rwk_grenz_5743-1.tsv	grenzboten_341799_116464.txt_25.xml	1864	1860	grenz	Die Musikunddieleipziger Coueertsaisonvon18K3—1864.2.	Undefined	no	Kommentar	no	594	no	first_plural	german
rwk_grenz_5912-1.tsv	grenzboten_341799_189094.txt_53.xml	1864	1860	grenz	Vasari der andere.	Undefined	no	Reportage	no	591	no	first_plural	undef
rwk_grenz_6262-1.tsv	grenzboten_341803_284469.txt_40.xml	1866	1860	grenz	Die Krisis in Oestreich.	Undefined	no	Kommentar	no	563	no	first_plural	undef
rwk_grenz_6303-1.tsv	grenzboten_341803_285025.txt_23.xml	1866	1860	grenz	Photographieund Kunstinihren Wechselbeziehungen.	Undefined	no	Kommentar	no	607	no	first_plural	german
rwk_grenz_6510-1.tsv	grenzboten_341805_190158.txt_19.xml	1867	1860	grenz	Zustände und Aussichten in Oestreich.	Undefined	no	Kommentar	no	629	no	first_plural	none
rwk_grenz_6628-1.tsv	grenzboten_341805_191229.txt_54.xml	1867	1860	grenz	Preußische Kriegsmarine.	Undefined	no	Reportage	no	584	no	first_plural	undef
rwk_grenz_7127-1.tsv	grenzboten_341807_362043.txt_65.xml	1868	1860	grenz	Nach dem Schluß des Zollparlaments.	Undefined	no	Kommentar	no	646	no	first_plural	none
rwk_grenz_7127-2.tsv	grenzboten_341807_362043.txt_65.xml	1868	1860	grenz	Nach dem Schluß des Zollparlaments.	Undefined	no	Kommentar	yes	571	no	first_plural	german
rwk_grenz_7249-1.tsv	grenzboten_341809_120686.txt_50.xml	1869	1860	grenz	Vor dem zweiten Zollparlament	Undefined	no	Kommentar	no	597	no	first_plural	undef
rwk_grenz_7700-1.tsv	grenzboten_341811_124705.txt_52.xml	1870	1870	grenz	Immermann's Leben.	Puttliz, E. zu 	no	Kommentar	no	647	no	first_plural	undef
rwk_grenz_773-1.tsv	grenzboten_341559_184763.txt_31.xml	1847	1840	grenz	Deutsche Reisende in der Fremde.	Undefined	no	Kommentar	no	618	no	first_plural	german
rwk_grenz_7914-1.tsv	grenzboten_341813_126315.txt_13.xml	1871	1870	grenz	Die katholische Bewegung in Baiern.	Undefined	no	Kommentar	no	581	no	first_plural	german
rwk_grenz_8110-1.tsv	grenzboten_341815_126853.txt_35.xml	1872	1870	grenz	Hinterlassene Schriften von G. G. Gervinus.	Rößler, Constantin 	no	Rezension	no	625	no	first_plural	undef
rwk_grenz_8287-1.tsv	grenzboten_341815_127927.txt_54.xml	1872	1870	grenz	Frankreich und die allgemeine Wehrpflicht	Jähns, Max 	no	Nachrichten	yes	607	no	first_plural	german
rwk_grenz_9742-1.tsv	grenzboten_341825_157642.txt_21.xml	1877	1870	grenz	Die fünfundzwanzig Regentenjahre des Großherzogs von Baden.	Undefined	no	Reportage	yes	586	no	first_plural	german
rwk_mkhz_10246-1.tsv	BZ_1896_12_16.txt_4.xml	1896	1890	mkhz.badener	Personalnachrichten.—Todesfall.—Postverkehr.—Wahlinden Gemeindeausschuß.—Aus dem Gemeindeausschusse.—Verschönerungsverein Baden.—Weihnachtsbescheerung.—Christbaum-Betheilung in Weikersdorf.—Stempelpflicht der Radfahr-Documente.—Erster Familienabend der Beamtenschaft Badens.—Die „Nachrichten aus dem Viertel unter aller Kritik“,—„Sirius“.—Fachschule für die Mühlen-Industrie in Niederösterreich.—Rath’sches allgemeines öffentliches Krankenhausin Baden.—Eine unredliche Bedienerin.	Undefined	no	Kommentar	no	658	no	first_plural	german
rwk_mkhz_10357-short.tsv	MT_1892_11_21.txt_14.xml	1892	1890	mkhz.maehrisches	„Der Zigeunerbaron“. Operette in 3 Acten von Johann Strauß.	Undefined	no	Rezension	no	482	no	first_plural	german
rwk_mkhz_1349-1.tsv	nn_auswandererzeitung094_1852_5.xml	1852	1850	mkhz.auswandererzeitung	Undefined	Undefined	no	Kommentar	no	593	no	first_plural	german
rwk_mkhz_1556-1.tsv	nn_bayerische163_1850.txt_1.xml	1850	1850	mkhz.bayerische	Das Uebel der Zeit. (Schluß.)	Thiers	no	Reportage	no	627	no	first_plural	none
rwk_mkhz_1580-1.tsv	nn_bayerische184_1850.txt_1.xml	1850	1850	mkhz.bayerische	Landtagsabschied. Deutschland. Schleswig-Holsteinische Angelegenheiten. Dänemark. Italien.	Undefined	no	Nachrichten	yes	708	no	first_plural	german
rwk_mkhz_17-1.tsv	nn_arbeitgeber0669_1870.txt_1.xml	1870	1870	mkhz.arbeitgeber	Dienstbotennoth.	Undefined	no	Kommentar	no	560	no	first_plural	none
rwk_mkhz_1785-1.tsv	nn_bayerische255_1850.txt_3.xml	1850	1850	mkhz.bayerische	Undefined	Undefined	no	Nachrichten	no	630	no	first_plural	german
rwk_mkhz_20104-1.tsv	SGV_1892_06_08.txt_4.xml	1892	1890	mkhz.stgaller	— Schweiz. Gewerbeverein. — Ein Ausblick. — Bundesrath Zemp. — Humanitätin Scherbeu! — Schweizerischer Volksgesang	Undefined	no	Nachrichten	no	602	no	first_plural	none
rwk_mkhz_2769-short.tsv	nn_europa0108_1905_26.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Rezension	no	611	no	first_plural	german
rwk_mkhz_277-1.tsv	nn_auswanderer01_1848.txt_7.xml	1848	1840	mkhz.auswanderer	Intelligenzblatt zur Auswanderungszeitung No 1.	Undefined	no	Anzeige	no	605	no	first_plural	german
rwk_mkhz_2804-short.tsv	nn_europa0113_1905_14.xml	1905	1900	mkhz.europa	Meunier.	Schur, Ernest 	no	Kommentar	no	280	no	first_plural	undef
rwk_mkhz_2816-1.tsv	nn_europa0113_1905_8.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar	no	582	no	first_plural	german
rwk_mkhz_3162-short.tsv	nn_maerkische012_1850_3.xml	1850	1850	mkhz.maerkische	Sprechsaal Gemeindeangelegenheiten.	Undefined	no	Kommentar	yes	313	no	first_plural	none
rwk_mkhz_6263-1.tsv	nn_sonntagsblatt18_1868_6.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage	no	597	no	first_plural	german
rwk_digbib_1019-3.tsv	Cechov,_Anton_Pavlovic_Die_Dame_mit_dem_Huendchen.tg5_1.xml	1899	1890	digbib	Die Dame mit dem Hündchen	?echov, Anton Pavlovi?	yes	Erzähltext	yes	628	no	third	chevron
rwk_digbib_1020-2.tsv	Cechov,_Anton_Pavlovic_Gram.tg4_1.xml	1886	1880	digbib	Gram	?echov, Anton Pavlovi?	yes	Erzähltext	yes	632	no	third	chevron
rwk_digbib_1020-3.tsv	Cechov,_Anton_Pavlovic_Gram.tg4_1.xml	1886	1880	digbib	Gram	?echov, Anton Pavlovi?	yes	Erzähltext	yes	657	no	third	chevron
rwk_digbib_1029-1.tsv	Christ,_Lena_Die_Freier.tg56_1.xml	1919	1910	digbib	Die Freier	Christ, Lena	yes	Erzähltext	yes	644	yes_DS	third	chevron
rwk_digbib_1038-2.tsv	Christen,_Ada_Als_er_heimkehrte.tg330_1.xml	1884	1880	digbib	Als er heim kehrte	Christen, Ada	yes	Erzähltext	yes	637	no	third	chevron none
rwk_digbib_1039-1.tsv	Christen,_Ada_Der_einsame_Spatz.tg328_1.xml	1884	1880	digbib	Der einsame Spatz	Christen, Ada	yes	Erzähltext	yes	604	no	third	chevron
rwk_digbib_1041-1.tsv	Christen,_Ada_Nachbar_Krippelmacher.tg329_1.xml	1884	1880	digbib	Nachbar Krippelmacher	Christen, Ada	yes	Erzähltext	yes	580	no	third	undef
rwk_digbib_1057-1.tsv	Colshorn,_Carl_und_Theodor_23__Die_Zwerge_im_Guebichenstein.tg29_1.xml	1854	1850	digbib	23. Die Zwerge im Gübichenstein	Colshorn, Carlund Theodor	yes	Erzähltext	yes	599	no	third	chevron
rwk_digbib_1134-1.tsv	Dohm,_Hedwig_Wie_Frauen_werden.tg10_1.xml	1894	1890	digbib	Wie Frauen werden	Dohm, Hedwig	yes	Erzähltext	yes	671	no	third	chevron
rwk_digbib_1136-1.tsv	Droste-Huelshoff,_Annette_von_Die_Judenbuche.tg257_1.xml	1842	1840	digbib	Die Judenbuche	Droste-Hülshoff, Annette von	yes	Erzähltext	yes	653	no	third	chevron
rwk_digbib_1136-3.tsv	Droste-Huelshoff,_Annette_von_Die_Judenbuche.tg257_1.xml	1842	1840	digbib	Die Judenbuche	Droste-Hülshoff, Annette von	yes	Erzähltext	yes	643	no	third	chevron
rwk_digbib_1140-1.tsv	Duncker,_Dora_Jugend.tg11_1.xml	1905	1900	digbib	Jugend	Duncker, Dora	yes	Erzähltext	yes	640	no	third	chevron
rwk_digbib_1140-2.tsv	Duncker,_Dora_Jugend.tg11_1.xml	1905	1900	digbib	Jugend	Duncker, Dora	yes	Erzähltext	yes	627	no	third	chevron
rwk_digbib_1141-1.tsv	Duncker,_Dora_Muetter.tg7_1.xml	1897	1890	digbib	Mütter	Duncker, Dora	yes	Erzähltext	yes	600	no	third	chevron
rwk_digbib_1142-1.tsv	Duncker,_Dora_Seine_Letzte.tg12_1.xml	1905	1900	digbib	Seine Letzte	Duncker, Dora	yes	Erzähltext	yes	586	no	third	undef
rwk_digbib_1143-2.tsv	Duncker,_Dora_Sturm.tg8_1.xml	1897	1890	digbib	Sturm	Duncker, Dora	yes	Erzähltext	yes	612	no	third	chevron
rwk_digbib_1144-1.tsv	Duncker,_Dora_Unueberwindlich.tg13_1.xml	1905	1900	digbib	Unüberwindlich	Duncker, Dora	yes	Erzähltext	yes	649	no	third	chevron none
rwk_digbib_1145-2.tsv	Ebner-Eschenbach,_Marie_von_Agave.tg126_1.xml	1903	1900	digbib	Agave	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	582	no	third	chevron
rwk_digbib_1145-3.tsv	Ebner-Eschenbach,_Marie_von_Agave.tg126_1.xml	1903	1900	digbib	Agave	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	643	no	third	chevron
rwk_digbib_1145-4.tsv	Ebner-Eschenbach,_Marie_von_Agave.tg126_1.xml	1903	1900	digbib	Agave	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	648	no	third	chevron
rwk_digbib_1147-2.tsv	Ebner-Eschenbach,_Marie_von_Der_gute_Mond.tg120_1.xml	1884	1880	digbib	Der gute Mond	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	646	no	third	chevron none
rwk_digbib_1148-2.tsv	Ebner-Eschenbach,_Marie_von_Der_Herr_Hofrat.tg132_1.xml	1915	1910	digbib	Der Herr Hofrat	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	581	no	third	chevron none
rwk_digbib_1148-3.tsv	Ebner-Eschenbach,_Marie_von_Der_Herr_Hofrat.tg132_1.xml	1915	1910	digbib	Der Herr Hofrat	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	675	no	third	chevron
rwk_digbib_1149-1.tsv	Ebner-Eschenbach,_Marie_von_Der_Kreisphysikus.tg114_1.xml	1883	1880	digbib	Der Kreisphysikus	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	704	no	third	chevron none
rwk_digbib_1150-3.tsv	Ebner-Eschenbach,_Marie_von_Der_Vorzugsschueler.tg125_1.xml	1898	1890	digbib	Der Vorzugsschüler	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	672	no	third	chevron none
rwk_digbib_1153-1.tsv	Ebner-Eschenbach,_Marie_von_Ein_Spaetgeborner.tg95_1.xml	1875	1870	digbib	Ein Spätgeborner	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	711	no	third	chevron
rwk_digbib_1153-2.tsv	Ebner-Eschenbach,_Marie_von_Ein_Spaetgeborner.tg95_1.xml	1875	1870	digbib	Ein Spätgeborner	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	684	no	third	chevron
rwk_digbib_1153-3.tsv	Ebner-Eschenbach,_Marie_von_Ein_Spaetgeborner.tg95_1.xml	1875	1870	digbib	Ein Spätgeborner	Ebner-Eschenbach, Marie von	yes	Erzähltext	yes	611	no	third	chevron none
rwk_digbib_1159-1.tsv	Eichendorff,_Joseph_von_Die_Gluecksritter.tg598_1.xml	1841	1840	digbib	Die Glücksritter	Eichendorff, Joseph von	yes	Erzähltext	yes	707	yes_DS	third	chevron
rwk_digbib_1159-2.tsv	Eichendorff,_Joseph_von_Die_Gluecksritter.tg598_1.xml	1841	1840	digbib	Die Glücksritter	Eichendorff, Joseph von	yes	Erzähltext	yes	625	no	third	chevron
rwk_digbib_1160-2.tsv	Essig,_Hermann_Der_Wetterfrosch.tg21_1.xml	1919	1910	digbib	Der Wetterfrosch	Essig, Hermann	yes	Erzähltext	yes	656	no	third	chevron
rwk_digbib_1160-3.tsv	Essig,_Hermann_Der_Wetterfrosch.tg21_1.xml	1919	1910	digbib	Der Wetterfrosch	Essig, Hermann	yes	Erzähltext	yes	578	no	third	chevron none
rwk_digbib_1162-1.tsv	Federer,_Heinrich_Der_gestohlene_Koenig_von_Belgien.tg15_1.xml	1911	1910	digbib	Der gestohlene König von Belgien	Federer, Heinrich	yes	Erzähltext	yes	639	no	third	chevron
rwk_digbib_1165-1.tsv	Federer,_Heinrich_Vater_und_Sohn_im_Examen.tg27_1.xml	1911	1910	digbib	Vater und Sohn im Examen	Federer, Heinrich	yes	Erzähltext	yes	635	no	third	chevron
rwk_digbib_1165-2.tsv	Federer,_Heinrich_Vater_und_Sohn_im_Examen.tg27_1.xml	1911	1910	digbib	Vater und Sohn im Examen	Federer, Heinrich	yes	Erzähltext	yes	627	no	third	chevron
rwk_digbib_1166-1.tsv	Fontane,_Theodor_Ellernklipp.tg725_1.xml	1881	1880	digbib	Ellernklipp	Fontane, Theodor	yes	Erzähltext	yes	620	no	third	chevron
rwk_digbib_1167-2.tsv	Fontane,_Theodor_Grete_Minde.tg704_1.xml	1879	1870	digbib	Grete Minde	Fontane, Theodor	yes	Erzähltext	yes	678	no	third	chevron
rwk_digbib_1168-2.tsv	Fontane,_Theodor_Mathilde_Moehring.tg787_1.xml	1906	1900	digbib	Mathilde Möhring	Fontane, Theodor	yes	Erzähltext	yes	632	no	third	chevron
rwk_digbib_1170-1.tsv	Fontane,_Theodor_Unterm_Birnbaum.tg766_1.xml	1885	1880	digbib	Unterm Birnbaum	Fontane, Theodor	yes	Erzähltext	yes	722	no	third	chevron
rwk_digbib_1170-2.tsv	Fontane,_Theodor_Unterm_Birnbaum.tg766_1.xml	1885	1880	digbib	Unterm Birnbaum	Fontane, Theodor	yes	Erzähltext	yes	649	yes_DS	third	chevron
rwk_digbib_1171-1.tsv	Franzos,_Karl_Emil_Das_Christusbild.tg54_1.xml	1877	1870	digbib	Das Christusbild	Franzos, Karl Emil	yes	Erzähltext	yes	627	no	third	chevron
rwk_digbib_1176-1.tsv	Franzos,_Karl_Emil_Leib_Weihnachtskuchen_und_sein_Kind.tg56_1.xml	1896	1890	digbib	Leib Weihnachtskuchen und sein Kind	Franzos, Karl Emil	yes	Erzähltext	yes	688	no	third	chevron
rwk_digbib_1179-1.tsv	Franzos,_Karl_Emil_Zwei_Retter.tg49_1.xml	1877	1870	digbib	Zwei Retter	Franzos, Karl Emil	yes	Erzähltext	yes	618	no	third	chevron
rwk_digbib_1185-1.tsv	François,_Louise_von_Phosphorus_Hollunder.tg46_1.xml	1857	1850	digbib	Phosphorus Hollunder	François, Louise von	yes	Erzähltext	yes	622	no	third	chevron
rwk_digbib_1186-1.tsv	Frapan,_Ilse_Altmodische_Leute.tg13_1.xml	1890	1890	digbib	Altmodische Leute	Frapan, Ilse	yes	Erzähltext	yes	593	yes_DS	third	chevron
rwk_digbib_1191-1.tsv	Frapan,_Ilse_Von_der_Strasse.tg16_1.xml	1890	1890	digbib	Von der Straße	Frapan, Ilse	yes	Erzähltext	yes	702	no	third	chevron other
rwk_digbib_1194-1.tsv	Gogol,_Nikolaj_Vasilevic_Der_Mantel.tg8_1.xml	1842	1840	digbib	Der Mantel	Gogol, Nikolaj Vasilevi?	yes	Erzähltext	yes	659	no	third	chevron
rwk_digbib_1194-3.tsv	Gogol,_Nikolaj_Vasilevic_Der_Mantel.tg8_1.xml	1842	1840	digbib	Der Mantel	Gogol, Nikolaj Vasilevi?	yes	Erzähltext	yes	651	no	third	chevron
rwk_digbib_1196-1.tsv	Gotthelf,_Jeremias_Das_Erdbeerimareili.tg65_1.xml	1850	1850	digbib	Das Erdbeeri Mareili	Gotthelf, Jeremias	yes	Erzähltext	yes	619	yes_DS	third	chevron
rwk_digbib_1196-2.tsv	Gotthelf,_Jeremias_Das_Erdbeerimareili.tg65_1.xml	1850	1850	digbib	Das Erdbeerimareili	Gotthelf, Jeremias	yes	Erzähltext	yes	605	no	third	none
rwk_digbib_1197-2.tsv	Gotthelf,_Jeremias_Die_schwarze_Spinne.tg63_1.xml	1842	1840	digbib	Die schwarze Spinne	Gotthelf, Jeremias	yes	Erzähltext	yes	617	no	third	undef
rwk_digbib_1198-1.tsv	Gotthelf,_Jeremias_Elsi__die_seltsame_Magd.tg64_1.xml	1843	1840	digbib	Elsi, die seltsame Magd	Gotthelf, Jeremias	yes	Erzähltext	yes	603	no	third	none
rwk_digbib_1199-2.tsv	Grillparzer,_Franz_Der_arme_Spielmann.tg1810_1.xml	1847	1840	digbib	Der arme Spielmann	Grillparzer, Franz	yes	Erzähltext	yes	601	no	third	chevron
rwk_digbib_1202-1.tsv	Hebbel,_Friedrich_Der_Rubin.tg982_1.xml	1843	1840	digbib	Der Rubin	Hebbel, Friedrich	yes	Erzähltext	yes	608	no	third	chevron
rwk_digbib_1202-2.tsv	Hebbel,_Friedrich_Der_Rubin.tg982_1.xml	1843	1840	digbib	Der Rubin	Hebbel, Friedrich	yes	Erzähltext	yes	705	no	third	chevron
rwk_digbib_1204-1.tsv	Hebbel,_Friedrich_Matteo.tg970_1.xml	1841	1840	digbib	Matteo	Hebbel, Friedrich	yes	Erzähltext	yes	625	no	third	dash chevron
rwk_digbib_1205-2.tsv	Heiseler,_Henry_von_Der_Begleiter.tg21_1.xml	1919	1910	digbib	Der Begleiter	Heiseler, Henry von	yes	Erzähltext	yes	579	no	third	dash none
