file	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	cabtokens	dialect	perspective	quotes
rwk_digbib_1205-3.tsv	Heiseler,_Henry_von_Der_Begleiter.tg21_1.xml	1919	1910	digbib	Der Begleiter	Heiseler, Henry von	yes	Erzähltext	yes	570	no	third	none
rwk_digbib_1207-1.tsv	Heyking,_Elisabeth_von_Der_Tag_Anderer.tg74_1.xml	1905	1900	digbib	Der Tag Anderer	Heyking, Elisabeth von	yes	Erzähltext	yes	622	no	third	chevron
rwk_digbib_1209-2.tsv	Heyking,_Elisabeth_von_Ueber_einen_Hund_und_die_Monroe_Doktrin.tg76_1.xml	1905	1900	digbib	Über einen Hund und die Monroe-Doktrin	Heyking, Elisabeth von	yes	Erzähltext	yes	589	no	third	chevron
rwk_digbib_1211-1.tsv	Heym,_Georg_Der_Dieb.tg152_1.xml	1913	1910	digbib	Der Dieb	Heym, Georg	yes	Erzähltext	yes	594	no	third	chevron
rwk_digbib_1211-2.tsv	Heym,_Georg_Der_Dieb.tg152_1.xml	1913	1910	digbib	Der Dieb	Heym, Georg	yes	Erzähltext	yes	576	no	third	undef
rwk_digbib_1217-1.tsv	Heyse,_Paul_Andrea_Delfin.tg565_1.xml	1862	1860	digbib	Andrea Delfin	Heyse, Paul	yes	Erzähltext	yes	596	no	third	none
rwk_digbib_1217-2.tsv	Heyse,_Paul_Andrea_Delfin.tg565_1.xml	1862	1860	digbib	Andrea Delfin	Heyse, Paul	yes	Erzähltext	yes	618	no	third	none
rwk_digbib_1217-3.tsv	Heyse,_Paul_Andrea_Delfin.tg565_1.xml	1862	1860	digbib	Andrea Delfin	Heyse, Paul	yes	Erzähltext	yes	606	no	third	chevron none
rwk_digbib_1218-1.tsv	Heyse,_Paul_L__Arrabbiata.tg564_1.xml	1855	1850	digbib	L'Arrabbiata	Heyse, Paul	yes	Erzähltext	yes	580	no	third	none
rwk_digbib_1218-2.tsv	Heyse,_Paul_L__Arrabbiata.tg564_1.xml	1855	1850	digbib	L'Arrabbiata	Heyse, Paul	yes	Erzähltext	yes	598	no	third	none
rwk_digbib_1220-2.tsv	Hofmannsthal,_Hugo_von_Die_Frau_ohne_Schatten.tg364_1.xml	1919	1910	digbib	Die Frau ohne Schatten	Hofmannsthal, Hugo von	yes	Erzähltext	yes	602	no	third	chevron
rwk_digbib_1223-1.tsv	Hofmannsthal,_Hugo_von_Reitergeschichte.tg361_1.xml	1899	1890	digbib	Reitergeschichte	Hofmannsthal, Hugo von	yes	Erzähltext	yes	608	no	third	chevron
rwk_digbib_1223-3.tsv	Hofmannsthal,_Hugo_von_Reitergeschichte.tg361_1.xml	1899	1890	digbib	Reitergeschichte	Hofmannsthal, Hugo von	yes	Erzähltext	yes	636	no	third	undef
rwk_digbib_1225-1.tsv	Holz,_Arno_Ein_Tod.tg457_1.xml	1889	1880	digbib	Ein Tod	Holz, Arno	yes	Erzähltext	yes	747	no	third	chevron
rwk_digbib_1225-2.tsv	Holz,_Arno_Ein_Tod.tg457_1.xml	1889	1880	digbib	Ein Tod	Holz, Arno	yes	Erzähltext	yes	705	no	third	chevron
rwk_digbib_1226-1.tsv	Holz,_Arno_Papa_Hamlet.tg455_1.xml	1889	1880	digbib	Papa Hamlet	Holz, Arno	yes	Erzähltext	yes	688	no	third	chevron
rwk_digbib_1230-1.tsv	Jahn,_Ulrich_13__Hans_Wunderlich.tg39_1.xml	1891	1890	digbib	13. Hans Wunderlich	Jahn, Ulrich	yes	Erzähltext	yes	752	no	third	chevron
rwk_digbib_1290-1.tsv	Jahn,_Ulrich_Das_wunderbare_Stoecklein.tg7_1.xml	1890	1890	digbib	Das wunderbare Stöcklein	Jahn, Ulrich	yes	Erzähltext	yes	619	no	third	chevron
rwk_digbib_1311-1.tsv	Janitschek,_Maria_Der_Betrogene.tg106_1.xml	1902	1900	digbib	Der Betrogene	Janitschek, Maria	yes	Erzähltext	yes	689	no	third	chevron
rwk_digbib_1319-1.tsv	Janitschek,_Maria_Koenigin_Judith.tg42_1.xml	1895	1890	digbib	Königin Judith	Janitschek, Maria	yes	Erzähltext	yes	611	no	third	chevron
rwk_digbib_1321-1.tsv	Janitschek,_Maria_Liebeswunder.tg69_1.xml	1900	1900	digbib	Liebeswunder	Janitschek, Maria	yes	Erzähltext	yes	642	no	third	chevron
rwk_digbib_1324-1.tsv	Janitschek,_Maria_Neue_Erziehung_und_alte_Moral.tg109_1.xml	1902	1900	digbib	Neue Erziehung und alte Moral	Janitschek, Maria	yes	Erzähltext	yes	601	no	third	chevron
rwk_digbib_1325-1.tsv	Janitschek,_Maria_Poverino.tg56_1.xml	1897	1890	digbib	Poverino	Janitschek, Maria	yes	Erzähltext	yes	602	no	third	chevron
rwk_digbib_1328-1.tsv	Jensen,_Wilhelm_Gradiva.tg4_1.xml	1903	1900	digbib	Gradiva	Jensen, Wilhelm	yes	Erzähltext	yes	576	no	third	undef
rwk_digbib_1328-2.tsv	Jensen,_Wilhelm_Gradiva.tg4_1.xml	1903	1900	digbib	Gradiva	Jensen, Wilhelm	yes	Erzähltext	yes	587	no	third	chevron
rwk_digbib_1328-3.tsv	Jensen,_Wilhelm_Gradiva.tg4_1.xml	1903	1900	digbib	Gradiva	Jensen, Wilhelm	yes	Erzähltext	yes	572	no	third	undef
rwk_digbib_1328-4.tsv	Jensen,_Wilhelm_Gradiva.tg4_1.xml	1903	1900	digbib	Gradiva	Jensen, Wilhelm	yes	Erzähltext	yes	613	no	third	chevron
rwk_digbib_1329-1.tsv	Keller,_Gottfried_Das_Faehnlein_der_sieben_Aufrechten.tg823_1.xml	1860	1860	digbib	Das Fähnlein der sieben Aufrechten	Keller, Gottfried	yes	Erzähltext	yes	605	no	third	chevron
rwk_digbib_1329-2.tsv	Keller,_Gottfried_Das_Faehnlein_der_sieben_Aufrechten.tg823_1.xml	1860	1860	digbib	Das Fähnlein der sieben Aufrechten	Keller, Gottfried	yes	Erzähltext	yes	577	no	third	chevron
rwk_digbib_1329-3.tsv	Keller,_Gottfried_Das_Faehnlein_der_sieben_Aufrechten.tg823_1.xml	1860	1860	digbib	Das Fähnlein der sieben Aufrechten	Keller, Gottfried	yes	Erzähltext	yes	607	no	third	chevron
rwk_digbib_1330-1.tsv	Keller,_Gottfried_Das_Sinngedicht.tg830_1.xml	1882	1880	digbib	Das Sinngedicht	Keller, Gottfried	yes	Erzähltext	yes	595	no	third	chevron_single
rwk_digbib_1330-2.tsv	Keller,_Gottfried_Das_Sinngedicht.tg830_1.xml	1882	1880	digbib	Das Sinngedicht	Keller, Gottfried	yes	Erzähltext	yes	623	no	third	chevron
rwk_digbib_1333-1.tsv	Keller,_Gottfried_Der_Narr_auf_Manegg.tg820_1.xml	1877	1870	digbib	Der Narr auf Manegg	Keller, Gottfried	yes	Erzähltext	yes	576	no	third	chevron
rwk_digbib_1335-1.tsv	Keller,_Gottfried_Dietegen.tg811_1.xml	1874	1870	digbib	Dietegen	Keller, Gottfried	yes	Erzähltext	yes	636	no	third	chevron
rwk_digbib_1340-1.tsv	Keller,_Gottfried_Kleider_machen_Leute.tg808_1.xml	1874	1870	digbib	Kleider machen Leute	Keller, Gottfried	yes	Erzähltext	yes	601	no	third	chevron
rwk_digbib_1342-1.tsv	Keller,_Gottfried_Romeo_und_Julia_auf_dem_Dorfe.tg803_1.xml	1856	1850	digbib	Romeo und Julia auf dem Dorfe	Keller, Gottfried	yes	Erzähltext	yes	769	no	third	chevron
rwk_digbib_1342-2.tsv	Keller,_Gottfried_Romeo_und_Julia_auf_dem_Dorfe.tg803_1.xml	1856	1850	digbib	Romeo und Julia auf dem Dorfe	Keller, Gottfried	yes	Erzähltext	yes	639	no	third	chevron
rwk_digbib_1343-1.tsv	Keller,_Gottfried_Spiegel__das_Kaetzchen__Ein_Maerchen.tg806_1.xml	1856	1850	digbib	Spiegel, das Kätzchen. Ein Märchen	Keller, Gottfried	yes	Erzähltext	yes	617	no	third	chevron other
rwk_digbib_1345-1.tsv	Keyserling,_Eduard_von_Beate_und_Mareile.tg41_1.xml	1903	1900	digbib	Beate und Mareile	Keyserling, Eduard von	yes	Erzähltext	yes	667	no	third	chevron
rwk_digbib_1345-2.tsv	Keyserling,_Eduard_von_Beate_und_Mareile.tg41_1.xml	1903	1900	digbib	Beate und Mareile	Keyserling, Eduard von	yes	Erzähltext	yes	671	no	third	chevron
rwk_digbib_1345-3.tsv	Keyserling,_Eduard_von_Beate_und_Mareile.tg41_1.xml	1903	1900	digbib	Beate und Mareile	Keyserling, Eduard von	yes	Erzähltext	yes	652	no	third	chevron
rwk_digbib_1359-1.tsv	Klabund_Die_Briefmarke_auf_der_Feldpostkarte.tg453_1.xml	1918	1910	digbib	Die Briefmarke auf der Feldpostkarte	Klabund	yes	Erzähltext	yes	601	no	third	chevron
rwk_digbib_1389-1.tsv	Kuhn,_Adalbert_10__Vom_Maedchen__das_seine_Brueder_sucht.tg268_1.xml	1843	1840	digbib	10. Vom Mädchen, das seine Brüder sucht	Kuhn, Adalbert	yes	Erzähltext	yes	636	no	third	chevron
rwk_digbib_1498-1.tsv	Kuhn,_Adalbert_17__Die_drei_Baelle.tg2671_1.xml	1859	1850	digbib	17. Die drei Bälle	Kuhn, Adalbert	yes	Erzähltext	yes	578	no	third	chevron
rwk_digbib_1508-1.tsv	Kuhn,_Adalbert_186__Raeuber_Danneil.tg663_1.xml	1848	1840	digbib	186. Räuber Danneil	Kuhn, Adalbert	yes	Erzähltext	yes	577	no	third	undef
rwk_digbib_1525-1.tsv	Kuhn,_Adalbert_19__Der_N_berskrooch.tg25_1.xml	1843	1840	digbib	19. Der Nåberskrooch	Kuhn, Adalbert	yes	Erzähltext	yes	584	yes_DS	third	chevron none
rwk_digbib_1609-1.tsv	Kuhn,_Adalbert_291__Zwergueberfahrt.tg849_1.xml	1848	1840	digbib	291. Zwergüberfahrt	Kuhn, Adalbert	yes	Erzähltext	yes	585	no	third	chevron
rwk_digbib_1851-1.tsv	Kuhn,_Adalbert_9__Der_starke_Hans.tg2663_1.xml	1859	1850	digbib	9. Der starke Hans	Kuhn, Adalbert	yes	Erzähltext	yes	608	no	third	chevron
rwk_digbib_1865-1.tsv	Kurz,_Hermann_Die_beiden_Tubus.tg48_1.xml	1859	1850	digbib	Die beiden Tubus	Kurz, Hermann	yes	Erzähltext	yes	581	no	third	chevron
rwk_digbib_1865-2.tsv	Kurz,_Hermann_Die_beiden_Tubus.tg48_1.xml	1859	1850	digbib	Die beiden Tubus	Kurz, Hermann	yes	Erzähltext	yes	602	no	third	chevron
rwk_digbib_1869-1.tsv	Leskov,_Semenovic_Nikolaj_Die_Lady_Makbeth_des_Mzensker_Landkreises.tg27_1.xml	1865	1860	digbib	Die Lady Makbeth des Mzensker Landkreises	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	593	no	third	chevron
rwk_digbib_1869-2.tsv	Leskov,_Semenovic_Nikolaj_Die_Lady_Makbeth_des_Mzensker_Landkreises.tg27_1.xml	1865	1860	digbib	Die Lady Makbeth des Mzensker Landkreises	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	626	no	third	chevron
rwk_digbib_1869-3.tsv	Leskov,_Semenovic_Nikolaj_Die_Lady_Makbeth_des_Mzensker_Landkreises.tg27_1.xml	1865	1860	digbib	Die Lady Makbeth des Mzensker Landkreises	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	651	no	third	chevron
rwk_digbib_1871-1.tsv	Lichtenstein,_Alfred_Cafe_Kloesschen.tg125_1.xml	1919	1910	digbib	Cafe Klößchen	Lichtenstein, Alfred	yes	Erzähltext	yes	617	no	third	chevron
rwk_digbib_1887-1.tsv	Ludwig,_Otto_Die_Heiteretei_und_ihr_Widerspiel.tg64_1.xml	1857	1850	digbib	Die Heiteretei und ihr Widerspiel	Ludwig, Otto	yes	Erzähltext	yes	634	no	third	chevron
rwk_digbib_1888-1.tsv	Ludwig,_Otto_Zwischen_Himmel_und_Erde.tg63_1.xml	1856	1850	digbib	Zwischen Himmel und Erde	Ludwig, Otto	yes	Erzähltext	yes	637	no	third	chevron
rwk_digbib_1890-1.tsv	Marlitt,_Eugenie_Amtmanns_Magd.tg123_1.xml	1881	1880	digbib	Amtmanns Magd	Marlitt, Eugenie	yes	Erzähltext	yes	629	no	third	chevron
rwk_digbib_1891-1.tsv	Marlitt,_Eugenie_Blaubart.tg122_1.xml	1866	1860	digbib	Blaubart	Marlitt, Eugenie	yes	Erzähltext	yes	620	no	third	chevron
rwk_digbib_1892-1.tsv	Marlitt,_Eugenie_Die_zwoelf_Apostel.tg121_1.xml	1865	1860	digbib	Die zwölf Apostel	Marlitt, Eugenie	yes	Erzähltext	yes	571	no	third	undef
rwk_digbib_1892-2.tsv	Marlitt,_Eugenie_Die_zwoelf_Apostel.tg121_1.xml	1865	1860	digbib	Die zwölf Apostel	Marlitt, Eugenie	yes	Erzähltext	yes	624	no	third	chevron
rwk_digbib_1897-1.tsv	Meier,_Ernst_16__Der_Raeuber_Matthes.tg23_1.xml	1852	1850	digbib	16.Der Räuber Matthes	Meier, Ernst	yes	Erzähltext	yes	585	no	third	chevron
rwk_digbib_1966-1.tsv	Meyer,_Conrad_Ferdinand_Angela_Borgia.tg421_1.xml	1891	1890	digbib	Angela Borgia	Meyer, Conrad Ferdinand	yes	Erzähltext	yes	610	no	third	chevron
rwk_digbib_1966-3.tsv	Meyer,_Conrad_Ferdinand_Angela_Borgia.tg421_1.xml	1891	1890	digbib	Angela Borgia	Meyer, Conrad Ferdinand	yes	Erzähltext	yes	623	no	third	chevron
rwk_digbib_1968-1.tsv	Meyer,_Conrad_Ferdinand_Das_Leiden_eines_Knaben.tg406_1.xml	1883	1880	digbib	Das Leiden eines Knaben	Meyer, Conrad Ferdinand	yes	Erzähltext	yes	637	no	third	chevron other
rwk_digbib_1992-1.tsv	Meyrink,_Gustav_Der_Albino.tg90_1.xml	1913	1910	digbib	Der Albino	Meyrink, Gustav	yes	Erzähltext	yes	654	no	third	chevron
rwk_digbib_1995-1.tsv	Meyrink,_Gustav_Der_heisse_Soldat.tg82_1.xml	1913	1910	digbib	Der heiße Soldat	Meyrink, Gustav	yes	Erzähltext	yes	719	no	third	chevron
rwk_digbib_201-1.tsv	Altenberg,_Peter_Tulpen.tg148_1.xml	1901	1900	digbib	Tulpen	Altenberg, Peter	yes	Erzähltext	yes	673	no	third	chevron
rwk_digbib_2012-1.tsv	Meyrink,_Gustav_Hilligenlei.tg64_1.xml	1913	1910	digbib	Hilligenlei	Meyrink, Gustav	yes	Erzähltext	yes	689	yes_DS	third	chevron
rwk_digbib_2013-1.tsv	Meyrink,_Gustav_Honni_soit__qui_mal_y_pense.tg38_1.xml	1913	1910	digbib	Honni soit, qui mal y mpense	Meyrink, Gustav	yes	Erzähltext	yes	641	no	third	chevron
rwk_digbib_2025-1.tsv	Meysenbug,_Malwida_Freiin_von_Der_Pfad_der_Aebtissin.tg8_1.xml	1907	1900	digbib	Der Pfad der Äbtissin	Meysenbug, Malwida Freiin von	yes	Erzähltext	yes	655	no	third	chevron
rwk_digbib_2027-1.tsv	Meysenbug,_Malwida_Freiin_von_Zu_spaet.tg9_1.xml	1907	1900	digbib	Zu spät	Meysenbug, Malwida Freiin von	yes	Erzähltext	yes	677	no	third	chevron
rwk_digbib_2027-2.tsv	Meysenbug,_Malwida_Freiin_von_Zu_spaet.tg9_1.xml	1907	1900	digbib	Zu spät	Meysenbug, Malwida Freiin von	yes	Erzähltext	yes	665	no	third	chevron
rwk_digbib_2027-3.tsv	Meysenbug,_Malwida_Freiin_von_Zu_spaet.tg9_1.xml	1907	1900	digbib	Zu spät	Meysenbug, Malwida Freiin von	yes	Erzähltext	yes	622	no	third	chevron
rwk_digbib_2030-1.tsv	Moerike,_Eduard_Die_Hand_der_Jezerte.tg267_1.xml	1853	1850	digbib	Die Hand der Jezerte	Mörike, Eduard	yes	Erzähltext	yes	604	no	third	chevron
rwk_digbib_205-1.tsv	Altenberg,_Peter_Venedig_in_Wien.tg38_1.xml	1896	1890	digbib	Venedig in Wien	Altenberg, Peter	yes	Erzähltext	yes	704	no	third	chevron
rwk_digbib_2387-1.tsv	Muellenhoff,_Karl_603__Die_duemmste_Frau.tg745_1.xml	1845	1840	digbib	603.Die dümmste Frau	Müllenhoff, Karl	yes	Erzähltext	yes	629	no	third	chevron
rwk_digbib_2392-1.tsv	Muellenhoff,_Karl_608__Das_Maerchen_vom_Kupferberg__Silberberg_und_Goldberg.tg750_1.xml	1845	1840	digbib	608. Das Märchen vom Kupferberg, Silberberg und Goldberg	Müllenhoff, Karl	yes	Erzähltext	yes	702	yes	third	chevron
rwk_digbib_2396-1.tsv	Muellenhoff,_Karl_611__Die_alte_Kittelkittelkarre.tg753_1.xml	1845	1840	digbib	611.Die alte Kittelkittelkarre	Müllenhoff, Karl	yes	Erzähltext	yes	626	yes_DS	third	chevron
rwk_digbib_2444-1.tsv	Mueller,_Robert_Irmelin_Rose.tg39_1.xml	1914	1910	digbib	Irmelin Rose	Müller, Robert	yes	Erzähltext	yes	609	no	third	none
rwk_digbib_2444-2.tsv	Mueller,_Robert_Irmelin_Rose.tg39_1.xml	1914	1910	digbib	Irmelin Rose	Müller, Robert	yes	Erzähltext	yes	589	no	third	none
rwk_digbib_2444-3.tsv	Mueller,_Robert_Irmelin_Rose.tg39_1.xml	1914	1910	digbib	Irmelin Rose	Müller, Robert	yes	Erzähltext	yes	627	no	third	none
rwk_digbib_245-1.tsv	Bartsch,_Karl_11___Auszuege_aus_dem_Rostocker_Criminal_Protokoll_.tg944_1.xml	1879	1870	digbib	11. Auszüge aus dem Rostocker Criminal-Protokoll	Bartsch, Karl	yes	Erzähltext	yes	672	yes	third	none
rwk_digbib_2469-1.tsv	Poe,_Edgar_Allan_Die_Maske_des_roten_Todes.tg47_1.xml	1842	1840	digbib	Die Maske des roten Todes	Poe, Edgar Allan	yes	Erzähltext	yes	568	no	third	undef
rwk_digbib_2564-1.tsv	Proehle,_Heinrich_49__Der_gelehrige_Dieb.tg61_1.xml	1853	1850	digbib	49. Der gelehrige Dieb	Pröhle, Heinrich	yes	Erzähltext	yes	581	no	third	ascii none
rwk_digbib_2607-1.tsv	Proehle,_Heinrich_76__Das_Schiff__das_auf_dem_trockenen_Lande_geht.tg92_1.xml	1853	1850	digbib	76.Das Schiff,das auf dem trockenen Lande geht	Pröhle, Heinrich	yes	Erzähltext	yes	597	no	third	none
rwk_digbib_2618-1.tsv	Proehle,_Heinrich_9__Von_dem_Schaaf__das_eine_Koenigstochter_trug.tg110_1.xml	1854	1850	digbib	9.Von dem Schaaf,das eine Königstochter trug	Pröhle, Heinrich	yes	Erzähltext	yes	610	no	third	chevron
rwk_digbib_2621-1.tsv	Raabe,_Wilhelm_Das_Odfeld.tg256_1.xml	1889	1880	digbib	Das Odfeld	Raabe, Wilhelm	yes	Erzähltext	yes	635	no	third	chevron
rwk_digbib_2621-3.tsv	Raabe,_Wilhelm_Das_Odfeld.tg256_1.xml	1889	1880	digbib	Das Odfeld	Raabe, Wilhelm	yes	Erzähltext	yes	601	no	third	chevron
rwk_digbib_2623-1.tsv	Raabe,_Wilhelm_Die_schwarze_Galeere.tg221_1.xml	1861	1860	digbib	Die schwarze Galeere	Raabe, Wilhelm	yes	Erzähltext	yes	591	no	third	chevron
rwk_digbib_2623-2.tsv	Raabe,_Wilhelm_Die_schwarze_Galeere.tg221_1.xml	1861	1860	digbib	Die schwarze Galeere	Raabe, Wilhelm	yes	Erzähltext	yes	612	no	third	chevron
rwk_digbib_2624-1.tsv	Raabe,_Wilhelm_Else_von_der_Tanne.tg228_1.xml	1865	1860	digbib	Else von der Tanne	Raabe, Wilhelm	yes	Erzähltext	yes	596	no	third	none
rwk_digbib_2625-1.tsv	Raabe,_Wilhelm_Frau_Salome.tg243_1.xml	1875	1870	digbib	Frau Salome	Raabe, Wilhelm	yes	Erzähltext	yes	647	no	third	chevron
rwk_digbib_2625-2.tsv	Raabe,_Wilhelm_Frau_Salome.tg243_1.xml	1875	1870	digbib	Frau Salome	Raabe, Wilhelm	yes	Erzähltext	yes	606	no	third	chevron
rwk_digbib_2625-3.tsv	Raabe,_Wilhelm_Frau_Salome.tg243_1.xml	1875	1870	digbib	Frau Salome	Raabe, Wilhelm	yes	Erzähltext	yes	625	no	third	chevron
rwk_digbib_2626-2.tsv	Raabe,_Wilhelm_Hastenbeck.tg283_1.xml	1899	1890	digbib	Hastenbeck	Raabe, Wilhelm	yes	Erzähltext	yes	602	no	third	chevron
rwk_digbib_2626-3.tsv	Raabe,_Wilhelm_Hastenbeck.tg283_1.xml	1899	1890	digbib	Hastenbeck	Raabe, Wilhelm	yes	Erzähltext	yes	632	no	third	chevron
rwk_digbib_2626-4.tsv	Raabe,_Wilhelm_Hastenbeck.tg283_1.xml	1899	1890	digbib	Hastenbeck	Raabe, Wilhelm	yes	Erzähltext	yes	597	no	third	chevron
rwk_digbib_2628-2.tsv	Reventlow,_Franziska_Graefin_zu_Das_allerjuengste_Gericht.tg86_1.xml	1897	1890	digbib	Das allerjüngste Gericht	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	651	no	third	chevron
rwk_digbib_2630-1.tsv	Reventlow,_Franziska_Graefin_zu_Das_graefliche_Milchgeschaeft.tg84_1.xml	1897	1890	digbib	Das gräfliche Milchgeschäft	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	625	no	third	chevron
rwk_digbib_2638-1.tsv	Reventlow,_Franziska_Graefin_zu_Ein_Bekenntnis.tg81_1.xml	1894	1890	digbib	Ein Bekenntnis	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	633	no	third	other
rwk_digbib_2647-1.tsv	Reventlow,_Franziska_Graefin_zu_Warum.tg73_1.xml	1893	1890	digbib	Warum	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	598	no	third	undef
rwk_digbib_2650-1.tsv	Riehl,_Wilhelm_Heinrich_von_Der_Stadtpfeifer.tg6_1.xml	1862	1860	digbib	Der Stadtpfeifer	Riehl, Wilhelm Heinrich von	yes	Erzähltext	yes	640	no	third	chevron
rwk_digbib_2650-2.tsv	Riehl,_Wilhelm_Heinrich_von_Der_Stadtpfeifer.tg6_1.xml	1862	1860	digbib	Der Stadtpfeifer	Riehl, Wilhelm Heinrich von	yes	Erzähltext	yes	607	no	third	chevron
rwk_digbib_2653-1.tsv	Riehl,_Wilhelm_Heinrich_von_Graefin_Ursula.tg29_1.xml	1862	1860	digbib	Gräfin Ursula	Riehl, Wilhelm Heinrich von	yes	Erzähltext	yes	636	no	third	chevron
rwk_digbib_2692-1.tsv	Rosegger,_Peter_Waldheimat__Erzaehlungen_aus_der_Jugendzeit.tg27_1_132.xml	1877	1870	digbib	Der Waldbauer, dieser Dodel!	Rosegger, Peter	yes	Erzähltext	yes	637	no	third	chevron
rwk_digbib_2801-2.tsv	Saar,_Ferdinand_von_Die_Pfruendner.tg371_1.xml	1906	1900	digbib	Die Pfründner	Saar, Ferdinand von	yes	Erzähltext	yes	589	no	third	chevron
rwk_digbib_2801-3.tsv	Saar,_Ferdinand_von_Die_Pfruendner.tg371_1.xml	1906	1900	digbib	Die Pfründner	Saar, Ferdinand von	yes	Erzähltext	yes	580	no	third	undef
rwk_digbib_2802-1.tsv	Saar,_Ferdinand_von_Die_Steinklopfer.tg197_1.xml	1877	1870	digbib	Die Steinklopfer	Saar, Ferdinand von	yes	Erzähltext	yes	617	no	third	chevron
rwk_digbib_2823-2.tsv	Sacher-Masoch,_Leopold_von_Don_Juan_von_Kolomea.tg4_1.xml	1866	1860	digbib	Don Juan von Kolomea	Sacher-Masoch, Leopold von	yes	Erzähltext	yes	614	no	third	undef
rwk_digbib_2846-1.tsv	Schambach,_Georg_16__Der_Besenbinderjunge.tg644_1.xml	1855	1850	digbib	16. Der Besenbinderjunge	Schambach, Georg	yes	Erzähltext	yes	584	no	third	undef
rwk_digbib_2847-1.tsv	Schambach,_Georg_171__Das_Schauteufelskreuz.tg397_1.xml	1855	1850	digbib	171. Das Schauteufelskreuz	Schambach, Georg	yes	Erzähltext	yes	573	no	third	chevron
rwk_digbib_2958-1.tsv	Schambach,_Georg_5__Das_klingende_und_singende_Blatt.tg631_1.xml	1855	1850	digbib	5. Das klingende und singende Blatt	Schambach, Georg	yes	Erzähltext	yes	670	yes_DS	third	chevron
rwk_digbib_2996-1.tsv	Schnitzler,_Arthur_Casanovas_Heimfahrt.tg333_1.xml	1918	1910	digbib	Casanovas Heimfahrt	Schnitzler, Arthur	yes	Erzähltext	yes	632	no	third	undef
rwk_digbib_3002-1.tsv	Schnitzler,_Arthur_Der_Ehrentag.tg272_1.xml	1897	1890	digbib	Der Ehrentag	Schnitzler, Arthur	yes	Erzähltext	yes	647	no	third	chevron
rwk_digbib_3003-1.tsv	Schnitzler,_Arthur_Der_Moerder.tg300_1.xml	1911	1910	digbib	Der Mörder	Schnitzler, Arthur	yes	Erzähltext	yes	610	no	third	undef
rwk_digbib_3005-1.tsv	Schnitzler,_Arthur_Der_Tod_des_Junggesellen.tg297_1.xml	1908	1900	digbib	Der Tod des Junggesellen	Schnitzler, Arthur	yes	Erzähltext	yes	603	no	third	chevron
rwk_digbib_3006-1.tsv	Schnitzler,_Arthur_Der_tote_Gabriel.tg298_1.xml	1907	1900	digbib	Der tote Gabriel	Schnitzler, Arthur	yes	Erzähltext	yes	604	no	third	chevron
rwk_digbib_3016-1.tsv	Schnitzler,_Arthur_Die_Toten_schweigen.tg276_1.xml	1897	1890	digbib	Die Toten schweigen	Schnitzler, Arthur	yes	Erzähltext	yes	654	yes_DS	third	chevron
rwk_digbib_3018-1.tsv	Schnitzler,_Arthur_Doktor_Graesler__Badearzt.tg314_1.xml	1917	1910	digbib	Doktor Gräsler, Badearzt	Schnitzler, Arthur	yes	Erzähltext	yes	640	no	third	chevron
rwk_digbib_3018-2.tsv	Schnitzler,_Arthur_Doktor_Graesler__Badearzt.tg314_1.xml	1917	1910	digbib	Doktor Gräsler, Badearzt	Schnitzler, Arthur	yes	Erzähltext	yes	651	no	third	chevron
rwk_digbib_3030-1.tsv	Schnitzler,_Arthur_Um_eine_Stunde.tg277_1.xml	1899	1890	digbib	Um eine Stunde	Schnitzler, Arthur	yes	Erzähltext	yes	617	no	third	chevron
rwk_digbib_3034-1.tsv	Sealsfield,_Charles_Das_Paradies_der_Liebe.tg34_1.xml	1841	1840	digbib	Das Paradies der Liebe	Sealsfield, Charles	yes	Erzähltext	yes	652	no	third	chevron
rwk_digbib_3038-1.tsv	Sealsfield,_Charles_Ein_Morgen_im_Paradiese.tg29_1.xml	1841	1840	digbib	Ein Morgen im Paradiese	Sealsfield, Charles	yes	Erzähltext	yes	658	no	third	chevron
rwk_digbib_3039-1.tsv	Sealsfield,_Charles_Havanna_1816.tg27_1.xml	1841	1840	digbib	Havanna 1816	Sealsfield, Charles	yes	Erzähltext	yes	613	no	third	chevron
rwk_digbib_3039-2.tsv	Sealsfield,_Charles_Havanna_1816.tg27_1.xml	1841	1840	digbib	Havanna 1816	Sealsfield, Charles	yes	Erzähltext	yes	641	no	third	chevron
rwk_digbib_3056-1.tsv	Sommer,_Emil_32__Moench.tg38_1.xml	1846	1840	digbib	32. Mönch	Sommer, Emil	yes	Erzähltext	yes	600	no	third	undef
rwk_digbib_3076-1.tsv	Sommer,_Emil_5__Die_Koenigstochter_und_der_Soldat.tg82_1.xml	1846	1840	digbib	5. Die Königstochter und der Soldat	Sommer, Emil	yes	Erzähltext	yes	595	no	third	chevron
rwk_digbib_3090-1.tsv	Sommer,_Emil_Pfingsten.tg96_1.xml	1846	1840	digbib	Pfingsten	Sommer, Emil	yes	Erzähltext	yes	624	no	third	undef
